Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_PPO_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
0.0,1127601728.646347,1127601728.646347,0.0,5639632.403768728,5639632.403768728,0,0.0,0.0
