Fecha,reward,pnl_step,pnl_acumulado,margen_inicial,capital_actual,margin_balance_total,sobre_cobertura_kwh,spot_price,future_price_t1,future_price_t2,future_price_t3,future_price_t4,future_price_t5,future_price_t6,covered_kwh_total,action_cont_1,action_cont_2,action_cont_3,action_cont_4,action_cont_5,action_cont_6,action_disc_raw_1,action_disc_raw_2,action_disc_raw_3,action_disc_raw_4,action_disc_raw_5,action_disc_raw_6,action_disc_exec_1,action_disc_exec_2,action_disc_exec_3,action_disc_exec_4,action_disc_exec_5,action_disc_exec_6,nem_slot_1,nem_slot_2,nem_slot_3,nem_slot_4,nem_slot_5,nem_slot_6,margin_calls_cost,transaction_costs,liquidacion_mtm,liquidacion_vencimiento,demanda_cubrir_kwh_1,demanda_cubrir_kwh_2,demanda_cubrir_kwh_3,demanda_cubrir_kwh_4,demanda_cubrir_kwh_5,demanda_cubrir_kwh_6,contratos_netos_1,contratos_netos_2,contratos_netos_3,contratos_netos_4,contratos_netos_5,contratos_netos_6,terminated,truncated,terminated_reason,spot_cost,strategy_cost_daily
2025-11-06,-0.25,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,185.79755,265.0,408.0,408.0,408.0,408.0,408.0,0.0,-0.1716768443584442,-0.0005723051726818085,-0.15556739270687103,0.007107540499418974,-0.10943220555782318,-0.004985171835869551,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,14329356.232639702,14329356.232639702
2025-11-07,-0.25,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,225.93448333333333,280.0,408.0,408.0,408.0,408.0,408.0,0.0,-0.17559309303760529,0.0003474093973636627,-0.15865178406238556,0.008293885737657547,-0.10986260324716568,-0.007479676976799965,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,17341303.712535452,17341303.712535452
2025-11-10,-0.25,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,254.8426333333333,280.0,408.0,408.0,408.0,408.0,408.0,0.0,-0.16236521303653717,0.0009751503239385784,-0.1490180790424347,0.016183191910386086,-0.10445883125066757,0.0021416288800537586,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,17628398.436232567,17628398.436232567
2025-11-11,-0.25,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,346.8536833333333,280.0,408.0,408.0,408.0,408.0,408.0,0.0,-0.1673593968153,0.005891273729503155,-0.14927199482917786,0.007937018759548664,-0.10498061776161194,-0.0017308351816609502,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,26544706.83584107,26544706.83584107
2025-11-12,-0.25,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,321.12385,280.0,408.0,408.0,408.0,408.0,408.0,0.0,-0.16486245393753052,-0.0002374611794948578,-0.14460237324237823,0.001038923510350287,-0.1022554486989975,-0.0022002572659403086,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,25296558.57927725,25296558.57927725
2025-11-13,-0.2519459577052247,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,298.32405,280.0,406.98,407.39,407.06,407.06,407.06,0.0,-0.17111514508724213,-0.002720267279073596,-0.14723144471645355,0.000828891817945987,-0.09783035516738892,-0.0064626773819327354,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,24147302.050663803,24147302.050663803
2025-11-14,-0.251826528218166,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,300.1530833333333,280.0,406.04,406.86,406.16,406.16,406.16,0.0,-0.1742303967475891,-0.002932901494204998,-0.15136770904064178,0.0022342614829540253,-0.10241036117076874,-0.00819957535713911,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,24108525.570595168,24108525.570595168
2025-11-18,-0.2519660963708427,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,231.86389166666663,280.17,405.02,406.21,405.23,405.19,405.23,0.0,-0.1789824515581131,-0.0017160421703010798,-0.15401999652385712,0.001136160921305418,-0.10453180223703384,-0.011179964989423752,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,15337297.926382916,15337297.926382916
2025-11-19,-0.25209964267351015,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,341.37328333333335,285.05,403.93,405.48,404.22,404.18,404.26,0.0,-0.1752222329378128,-0.0009338219533674419,-0.14767397940158844,0.0004900172352790833,-0.1053626537322998,-0.00972681399434805,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,23638979.825090718,23638979.825090718
2025-11-20,-0.26010387121619133,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,229.178725,265.0,402.76,404.71,403.17,403.13,403.25,0.0,-0.18035221099853516,-0.0006524212658405304,-0.14796675741672516,-0.002776563400402665,-0.10463342070579529,-0.014131298288702965,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,16587599.742582625,16587599.742582625
2025-11-21,-0.25220323110778126,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,278.71406666666667,270.0,401.59,403.94,402.12,402.08,402.24,0.0,-0.18033958971500397,-0.0023224945180118084,-0.15268951654434204,-0.0010214966023340821,-0.10981841385364532,-0.01151945162564516,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,19891653.758561537,19891653.758561537
2025-11-24,-0.2520796425298546,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,253.04098333333337,287.5,400.51,403.25,401.11,401.07,401.27,0.0,-0.17763203382492065,0.0005693025887012482,-0.15207768976688385,0.0013422808842733502,-0.1099976897239685,-0.005774158518761396,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,16702309.432875318,16702309.432875318
2025-11-25,-0.261067349390566,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,195.42016666666663,265.0,399.35,402.44,400.07,400.03,400.27,0.0,-0.17537739872932434,0.0011717559536918998,-0.15092262625694275,-0.001049101003445685,-0.12031415104866028,0.000301554799079895,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,14694809.77174233,14694809.77174233
2025-11-26,-0.2531824513633691,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,247.22410833333333,262.5,398.19,401.64,399.03,398.99,399.27,0.0,-0.17337748408317566,0.0013670726912096143,-0.146558940410614,-0.0041219210252165794,-0.12143316864967346,0.002854927908629179,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,20403764.87737941,20403764.87737941
2025-11-27,-0.2546702312636811,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,251.51518333333337,255.0,420.0,400.84,397.99,397.95,398.27,0.0,-0.1775413453578949,0.0010514293098822236,-0.1400114893913269,-0.0075241695158183575,-0.11533164978027344,-0.0013670615153387189,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,19911304.62192997,19911304.62192997
2025-11-28,-0.25170583155644555,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,261.8671,265.0,420.0,400.04,396.96,396.92,397.27,0.0,-0.17144818603992462,-0.0018547640647739172,-0.14365017414093018,-0.007143733557313681,-0.12215358018875122,0.00284185609780252,0,0,0,0,0,0,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running,21400848.8772364,21400848.8772364
2025-12-01,-0.2517150421409226,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,292.7493,420.0,399.52,396.13,396.05,396.44,385.22,0.0,-0.16845737397670746,-0.0014734220458194613,-0.14289362728595734,-0.00514823105186224,-0.11796817183494568,0.006841832306236029,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,19356244.126812004,19356244.126812004
2025-12-02,-0.2516630089051929,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,254.20151666666663,420.0,399.04,395.34,395.22,395.61,384.41,0.0,-0.16761088371276855,-0.002537736902013421,-0.14391817152500153,-0.00452960142865777,-0.12228149175643921,0.007506657857447863,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,18715861.20222133,18715861.20222133
2025-12-03,-0.3215284769963781,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,230.45415000000003,420.0,398.6,394.55,394.39,342.23,280.65,0.0,-0.16619329154491425,-0.005375963170081377,-0.1407378613948822,-0.008686964400112629,-0.12221873551607132,0.007187354378402233,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,17407808.2149255,17407808.2149255
2025-12-04,-0.25148576086829866,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,237.3106,420.0,398.08,393.72,393.52,341.58,280.17,0.0,-0.13782836496829987,0.013746557757258415,-0.11516433209180832,0.02386428229510784,-0.10920020192861557,0.017538951709866524,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,17133701.4438668,17133701.4438668
2025-12-05,-0.2539801156671053,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,188.3115,414.71,397.32,392.74,392.54,340.83,279.61,0.0,-0.13749000430107117,0.020374702289700508,-0.12173838168382645,0.01979023963212967,-0.10555161535739899,0.017731674015522003,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,14636471.6037735,14636471.6037735
2025-12-09,-0.2546419226117887,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,219.91283333333337,408.07,396.25,391.56,391.4,339.94,280.65,0.0,-0.14211401343345642,0.016853541135787964,-0.1291644126176834,0.01508348062634468,-0.10663300007581711,0.015906617045402527,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,14883447.220416002,14883447.220416002
2025-12-10,-0.43925285988101315,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,202.30094999999997,250.0,250.0,250.0,390.26,339.06,280.65,0.0,-0.1482510268688202,0.012303645722568035,-0.13119210302829742,0.010140645317733288,-0.1037340834736824,0.012739967554807663,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,14500717.050090149,14500717.050090149
2025-12-11,-0.2509083491852865,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,235.0135,250.0,250.0,250.0,389.13,338.18,280.65,0.0,-0.15237626433372498,0.0064705414697527885,-0.13891509175300598,0.006638444494456053,-0.10469131171703339,0.011250192299485207,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,17070835.643693503,17070835.643693503
2025-12-12,-0.25087672105512315,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,251.70760000000004,252.0,255.0,255.0,388.04,337.33,280.65,0.0,-0.15133830904960632,0.00838263425976038,-0.14161646366119385,0.0036424833815544844,-0.11282683163881302,0.013030663132667542,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,18546848.220867604,18546848.220867604
2025-12-15,-0.2517499085665564,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,293.72229999999996,250.24,254.9,254.59,387.07,336.55,280.65,0.0,-0.15463003516197205,0.006905874237418175,-0.1445065587759018,0.0023937104269862175,-0.1149711012840271,0.01334372628480196,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,19708628.5742413,19708628.5742413
2025-12-16,-0.25075477915236927,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,324.73886666666664,252.0,255.0,255.0,386.14,335.81,280.65,0.0,-0.15506814420223236,0.0037510665133595467,-0.14837698638439178,0.004097923170775175,-0.11530022323131561,0.013412103056907654,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,23802880.261577196,23802880.261577196
2025-12-17,-0.2509320660558276,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,346.187625,252.0,255.1,255.0,385.25,335.14,280.14,0.0,-0.15243776142597198,-0.0006482638418674469,-0.14593037962913513,0.0036924388259649277,-0.11014710366725922,0.01260660495609045,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,26619194.22086138,26619194.22086138
2025-12-18,-0.26876082098184023,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,379.1691666666666,325.0,362.0,359.0,373.0,334.5,251.0,0.0,-0.15315762162208557,-0.0051164887845516205,-0.14854055643081665,0.004311989527195692,-0.10563188791275024,0.01132678147405386,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,28551480.3377775,28551480.3377775
2025-12-19,-0.2512474643370725,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,384.92366666666663,322.66,380.5,380.5,373.0,333.9,251.0,0.0,-0.14961384236812592,-0.007159524131566286,-0.15166883170604706,0.007984021678566933,-0.1067090556025505,0.012770595960319042,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,28573658.243084,28573658.243084
2025-12-22,-0.25066939452697506,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,437.8349333333333,321.6,380.5,380.5,373.0,333.4,251.0,0.0,-0.15234589576721191,-0.0048271529376506805,-0.1511729657649994,0.005154087208211422,-0.11168435215950012,0.009630247950553894,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,29895833.35302933,29895833.35302933
2025-12-23,-0.2502422427486651,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,435.147525,393.0,381.0,381.0,373.0,332.87,251.0,0.0,-0.14672508835792542,-0.008645028807222843,-0.1441425234079361,0.004159992560744286,-0.10719352960586548,0.008945970796048641,0,0,0,0,0,0,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,running,28603015.723926675,28603015.723926675
