Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_DDPG_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
619208287.1999998,1027795757.7572685,408587470.5572687,-54500597.949628934,5083041.029937251,59583638.97956619,0,0.0,0.18508784660142003
