Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_DDPG_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
-683122896.5258083,1207815909.4542017,1890938805.98001,-80171289.9731147,5626896.239739754,85798186.21285446,14,1311645600.0,-0.10520194801175842
