Fecha,Precio_Bilateral_0-7_COP/kWh,Precio_Bilateral_7-17_COP/kWh,Precio_Bilateral_17-24_COP/kWh,Precio_Bilateral_Dia_COP/kWh
2023-04-06,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-07,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-08,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-09,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-10,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-11,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-12,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-13,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-14,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-15,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-16,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-17,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-18,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-19,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-20,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-21,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-22,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-23,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-24,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-25,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-26,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-27,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-28,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-29,273.9557142857143,272.56,273.5814285714286,273.265
2023-04-30,273.9557142857143,272.56,273.5814285714286,273.265
2023-05-01,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-02,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-03,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-04,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-05,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-06,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-07,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-08,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-09,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-10,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-11,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-12,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-13,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-14,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-15,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-16,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-17,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-18,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-19,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-20,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-21,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-22,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-23,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-24,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-25,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-26,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-27,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-28,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-29,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-30,275.59,278.716,275.84714285714284,276.96750000000003
2023-05-31,275.59,278.716,275.84714285714284,276.96750000000003
2023-06-01,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-02,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-03,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-04,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-05,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-06,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-07,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-08,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-09,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-10,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-11,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-12,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-13,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-14,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-15,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-16,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-17,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-18,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-19,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-20,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-21,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-22,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-23,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-24,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-25,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-26,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-27,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-28,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-29,272.44428571428574,274.611,272.82,273.45666666666665
2023-06-30,272.44428571428574,274.611,272.82,273.45666666666665
2023-07-01,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-02,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-03,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-04,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-05,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-06,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-07,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-08,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-09,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-10,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-11,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-12,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-13,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-14,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-15,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-16,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-17,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-18,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-19,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-20,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-21,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-22,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-23,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-24,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-25,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-26,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-27,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-28,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-29,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-30,272.4142857142857,273.629,273.2314285714286,273.15875
2023-07-31,272.4142857142857,273.629,273.2314285714286,273.15875
2023-08-01,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-02,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-03,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-04,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-05,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-06,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-07,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-08,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-09,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-10,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-11,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-12,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-13,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-14,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-15,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-16,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-17,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-18,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-19,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-20,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-21,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-22,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-23,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-24,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-25,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-26,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-27,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-28,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-29,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-30,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-08-31,274.2785714285714,275.537,276.4514285714286,275.43666666666667
2023-09-01,284.56428571428575,285.961,285.97285714285715,285.5570833333333
2023-09-02,284.56428571428575,285.961,285.97285714285715,285.5570833333333
2023-09-03,284.56428571428575,285.961,285.97285714285715,285.5570833333333
2023-09-04,284.56428571428575,285.961,285.97285714285715,285.5570833333333
2023-09-05,284.56428571428575,285.961,285.97285714285715,285.5570833333333
2023-09-06,284.56428571428575,285.961,285.97285714285715,285.5570833333333
