Fecha,NivelEmbalse
2024-09-11,9213687999.7
2024-09-12,9146574244.3
2024-09-13,9064457885.5
2024-09-14,9003515059.9
2024-09-15,8975172609.0
2024-09-16,8924133717.3
2024-09-17,8890444160.5
2024-09-18,8839845587.9
2024-09-19,8847315467.1
2024-09-20,8790794394.1
2024-09-21,8713663162.2
2024-09-22,8650627536.6
2024-09-23,8634986975.9
2024-09-24,8675327539.9
2024-09-25,8712738483.2
2024-09-26,8665746771.3
2024-09-27,8633914047.4
2024-09-28,8623237920.5
2024-09-29,8594935253.7
2024-09-30,8583555191.700001
2024-10-01,8667718211.4
2024-10-02,8712604016.6
2024-10-03,8740831868.7
2024-10-04,8767710760.2
2024-10-05,8784679009.0
2024-10-06,8790206053.0
2024-10-07,8822078812.6
2024-10-08,8847322835.6
2024-10-09,8885183573.1
2024-10-10,8944373062.2
2024-10-11,9023287807.0
2024-10-12,9138881983.0
2024-10-13,9163465631.2
2024-10-14,9160887235.4
2024-10-15,9219738425.9
2024-10-16,9229480366.3
2024-10-17,9225113324.199999
2024-10-18,9227363344.9
2024-10-19,9236600343.6
2024-10-20,9227275058.0
2024-10-21,9266681612.5
2024-10-22,9311199445.5
2024-10-23,9324826837.9
2024-10-24,9376635866.7
2024-10-25,9423456615.9
2024-10-26,9485503609.9
2024-10-27,9510726796.5
2024-10-28,9522520393.1
2024-10-29,9563385318.4
2024-10-30,9582095174.5
2024-10-31,9581036178.0
2024-11-01,9588106197.0
2024-11-02,9598320474.5
2024-11-03,9607366078.9
2024-11-04,9628904212.1
2024-11-05,9662623814.3
2024-11-06,9745871691.9
2024-11-07,9787609878.0
2024-11-08,9825521574.4
2024-11-09,9888788226.1
2024-11-10,9986004481.5
2024-11-11,10110813226.7
2024-11-12,10368673236.3
2024-11-13,10543872043.0
2024-11-14,10647906717.1
2024-11-15,10767665294.2
2024-11-16,10907724818.4
2024-11-17,11003836923.8
2024-11-18,11053359054.6
2024-11-19,11103136348.9
2024-11-20,11127203984.9
2024-11-21,11179781818.1
2024-11-22,11200671134.6
2024-11-23,11295567848.0
2024-11-24,11375578340.5
2024-11-25,11443306399.5
2024-11-26,11485268745.5
2024-11-27,11465233832.1
2024-11-28,11462939392.9
2024-11-29,11494245904.199999
2024-11-30,11527916335.0
2024-12-01,11527893332.300001
2024-12-02,11506857251.300001
2024-12-03,11491103515.2
2024-12-04,11480330944.5
2024-12-05,11457287967.1
2024-12-06,11425470393.6
2024-12-07,11407273053.4
2024-12-08,11383338009.9
2024-12-09,11364166032.7
2024-12-10,11355109897.5
2024-12-11,11331768204.6
2024-12-12,11297548973.5
2024-12-13,11271350109.1
2024-12-14,11250840289.9
2024-12-15,11242091313.1
2024-12-16,11237947764.7
2024-12-17,11281696682.6
2024-12-18,11302744762.0
2024-12-19,11307081319.9
2024-12-20,11289676153.9
2024-12-21,11273887488.1
2024-12-22,11263877081.699999
2024-12-23,11307852786.4
2024-12-24,11374778166.6
2024-12-25,11454013932.1
2024-12-26,11478765771.3
2024-12-27,11490108952.4
2024-12-28,11507807779.3
2024-12-29,11538025619.6
2024-12-30,11556419574.8
2024-12-31,11603867084.1
2025-01-01,11645788552.6
2025-01-02,11678561096.3
2025-01-03,11712793744.3
2025-01-04,11732664227.7
2025-01-05,11774423754.2
2025-01-06,11836147206.0
2025-01-07,11910280441.7
2025-01-08,11937023946.0
2025-01-09,11927031139.3
2025-01-10,11893377888.1
2025-01-11,11847189775.8
2025-01-12,11787968896.4
2025-01-13,11741197613.5
2025-01-14,11705168228.7
2025-01-15,11629468254.1
2025-01-16,11556970051.9
2025-01-17,11477202046.9
2025-01-18,11386697658.2
2025-01-19,11306246897.1
2025-01-20,11245659641.8
2025-01-21,11195599930.0
2025-01-22,11107025528.5
2025-01-23,11018942875.5
2025-01-24,10926288971.6
2025-01-25,10841876218.1
2025-01-26,10744547578.300001
2025-01-27,10660516333.6
2025-01-28,10626428195.2
2025-01-29,10581471484.5
2025-01-30,10523585467.5
2025-01-31,10471199084.5
2025-02-01,10434332754.3
2025-02-02,10367499678.5
2025-02-03,10307900425.6
2025-02-04,10251656899.6
2025-02-05,10175949247.1
2025-02-06,10118811134.9
2025-02-07,10048579916.3
2025-02-08,9972232981.300001
2025-02-09,9905029587.2
2025-02-10,9855827049.7
2025-02-11,9868547954.1
2025-02-12,9844088722.5
2025-02-13,9788282127.8
2025-02-14,9730073848.5
2025-02-15,9682579619.1
2025-02-16,9664787586.8
2025-02-17,9664857145.2
2025-02-18,9686653743.300001
2025-02-19,9700677491.0
2025-02-20,9701245692.4
2025-02-21,9660046011.8
2025-02-22,9609727141.8
2025-02-23,9561895991.1
2025-02-24,9566143929.0
2025-02-25,9590011895.8
2025-02-26,9545665065.8
2025-02-27,9541735360.6
2025-02-28,9492997744.8
2025-03-01,9449334006.9
2025-03-02,9404830866.7
2025-03-03,9373927162.2
2025-03-04,9327492077.5
2025-03-05,9274950938.1
2025-03-06,9260962383.7
2025-03-07,9236624203.6
2025-03-08,9213547283.4
2025-03-09,9186700026.4
2025-03-10,9150381551.4
2025-03-11,9108982771.5
2025-03-12,9022275441.1
2025-03-13,8950150805.2
2025-03-14,8921794818.3
2025-03-15,8874507884.8
2025-03-16,8822002398.9
2025-03-17,8763723233.2
2025-03-18,8761080587.1
2025-03-19,8797511392.6
2025-03-20,8841538653.4
2025-03-21,8808729594.9
2025-03-22,8778383419.6
2025-03-23,8781150716.2
2025-03-24,8768629188.9
2025-03-25,8741179781.2
2025-03-26,8698343850.6
2025-03-27,8621186008.1
2025-03-28,8541697793.0
2025-03-29,8478469673.6
2025-03-30,8440417610.0
2025-03-31,8431464962.3
2025-04-01,8436776145.9
2025-04-02,8463577984.7
2025-04-03,8490845760.4
2025-04-04,8496900541.3
2025-04-05,8504452585.1
2025-04-06,8528762928.6
2025-04-07,8583994339.0
2025-04-08,8643311596.8
2025-04-09,8695870583.6
2025-04-10,8773917553.4
2025-04-11,8814675784.699999
2025-04-12,8981208203.6
2025-04-13,9189660379.7
2025-04-14,9287797428.2
2025-04-15,9329028018.9
2025-04-16,9318251676.2
2025-04-17,9278591591.4
2025-04-18,9228574527.7
2025-04-19,9226937181.3
2025-04-20,9222215638.0
2025-04-21,9241873444.4
2025-04-22,9374764177.5
2025-04-23,9409649805.7
2025-04-24,9413070195.1
2025-04-25,9441106600.4
2025-04-26,9518992954.6
2025-04-27,9573701068.0
2025-04-28,9720418446.2
2025-04-29,9843253130.5
2025-04-30,9998775410.7
2025-05-01,10124211937.1
2025-05-02,10310670909.2
2025-05-03,10408348822.6
2025-05-04,10456947539.2
2025-05-05,10551120609.6
2025-05-06,10607565521.0
2025-05-07,10745364112.0
2025-05-08,10895883511.4
2025-05-09,11037079547.1
2025-05-10,11107483547.4
2025-05-11,11153427871.0
2025-05-12,11176186195.7
2025-05-13,11219908221.0
2025-05-14,11219955446.3
2025-05-15,11240984496.8
2025-05-16,11290756731.8
2025-05-17,11375529928.0
2025-05-18,11408328727.2
2025-05-19,11587973272.1
2025-05-20,11726935633.1
2025-05-21,11894125844.5
2025-05-22,12120650570.3
2025-05-23,12214205023.5
2025-05-24,12324308263.5
2025-05-25,12321982570.0
2025-05-26,12371083133.9
2025-05-27,12379174334.9
2025-05-28,12378318349.1
2025-05-29,12447050629.3
2025-05-30,12467092202.9
2025-05-31,12440380739.1
2025-06-01,12495387656.5
2025-06-02,12552039939.699999
2025-06-03,12709649737.5
2025-06-04,12828315940.1
2025-06-05,12855048254.3
2025-06-06,12912322182.6
2025-06-07,12937748133.2
2025-06-08,13053447247.0
2025-06-09,13066366421.0
2025-06-10,13082281368.5
2025-06-11,13147217731.7
2025-06-12,13228083831.1
2025-06-13,13270372922.5
2025-06-14,13302830751.8
2025-06-15,13392234437.6
2025-06-16,13486816982.6
2025-06-17,13574867748.3
2025-06-18,13594393246.699999
2025-06-19,13720819348.3
2025-06-20,13800129475.3
2025-06-21,13789749144.1
2025-06-22,13792358043.6
2025-06-23,13771279473.4
2025-06-24,13804324149.4
2025-06-25,13890575083.699999
2025-06-26,13996235321.8
2025-06-27,13977992814.2
2025-06-28,13948896337.2
2025-06-29,13987843131.3
2025-06-30,14101141125.6
2025-07-01,14121850941.3
2025-07-02,14158517954.2
2025-07-03,14219750409.699999
2025-07-04,14246452619.2
2025-07-05,14306917017.3
2025-07-06,14301537589.9
2025-07-07,14297589409.3
2025-07-08,14268614582.1
2025-07-09,14194408698.2
2025-07-10,14160140956.9
2025-07-11,14132531033.4
2025-07-12,14135468352.6
2025-07-13,14251486438.7
2025-07-14,14279273056.199999
2025-07-15,14304425970.1
2025-07-16,14328466206.2
2025-07-17,14272454703.8
2025-07-18,14196541326.5
2025-07-19,14103762751.9
2025-07-20,14081617856.9
2025-07-21,14132613474.3
2025-07-22,14099857642.0
2025-07-23,14097368445.4
2025-07-24,14031382760.8
2025-07-25,13990318220.6
2025-07-26,13930534477.5
2025-07-27,13907224110.3
2025-07-28,13951835824.3
2025-07-29,14019256489.3
2025-07-30,14082181039.0
2025-07-31,14119822602.3
2025-08-01,14121769413.4
2025-08-02,14053366995.0
2025-08-03,14018477665.0
2025-08-04,14019790866.0
2025-08-05,14089115772.0
2025-08-06,14153590059.0
2025-08-07,14098949649.0
2025-08-08,14053119441.0
2025-08-09,14049920447.0
2025-08-10,14060771424.0
2025-08-11,14117853323.0
2025-08-12,14133872312.0
2025-08-13,14153785228.0
2025-08-14,14130261213.0
2025-08-15,14094051678.0
2025-08-16,14046973008.0
2025-08-17,14053488342.0
2025-08-18,14099777286.0
2025-08-19,14134724175.0
2025-08-20,14232350466.0
2025-08-21,14246319067.0
2025-08-22,14226421471.0
2025-08-23,14247365516.0
2025-08-24,14247756058.0
2025-08-25,14245802199.0
2025-08-26,14246178165.0
2025-08-27,14240175118.0
2025-08-28,14240175118.0
2025-08-29,14240175118.0
2025-08-30,14240175118.0
2025-08-31,14240175118.0
2025-09-01,14240175118.0
2025-09-02,14187611310.0
2025-09-03,14210720478.0
2025-09-04,14258629461.0
2025-09-05,14306802230.0
2025-09-06,14343723712.0
2025-09-07,14350663991.0
2025-09-08,14345590460.0
2025-09-09,14487769563.0
2025-09-10,14510914547.0
2025-09-11,14462827748.0
2025-09-12,14392618214.0
2025-09-13,14363568710.0
2025-09-14,14306007843.0
2025-09-15,14248820313.0
2025-09-16,14265972457.0
2025-09-17,14220123898.0
2025-09-18,14174381632.0
2025-09-19,14141961014.0
2025-09-20,14162277445.0
2025-09-21,14165601274.0
2025-09-22,14192855242.0
2025-09-23,14183060822.0
2025-09-24,14140611534.0
2025-09-25,14084765543.0
2025-09-26,14029442832.0
2025-09-27,14013308238.0
2025-09-28,13956715226.0
2025-09-29,13923296224.0
2025-09-30,13939967057.0
2025-10-01,13920039410.0
2025-10-02,13936318429.0
2025-10-03,13900022040.0
2025-10-04,13896032514.0
2025-10-05,13902559996.0
2025-10-06,13868629305.0
2025-10-07,13879638420.0
2025-10-08,13880496720.0
2025-10-09,13866504333.0
2025-10-10,13895220449.0
2025-10-11,13868103746.0
2025-10-12,13902758870.0
2025-10-13,13950132833.0
2025-10-14,14090659369.0
2025-10-15,14121492395.0
2025-10-16,14107323784.0
2025-10-17,14096693053.0
2025-10-18,14076197778.0
2025-10-19,14129158508.0
2025-10-20,14209762311.0
2025-10-21,14254364996.0
2025-10-22,14276586346.0
2025-10-23,14277862550.0
2025-10-24,14294963504.0
2025-10-25,14283032422.0
2025-10-26,14295238454.0
2025-10-27,14315884471.0
2025-10-28,14351749520.0
2025-10-29,14406116439.0
2025-10-30,14374877907.0
2025-10-31,14364022627.0
2025-11-01,14339405839.0
2025-11-02,14341347424.0
2025-11-03,14307905435.0
2025-11-04,14297389690.0
2025-11-05,14309069343.0
2025-11-06,14282983788.0
2025-11-07,14264933925.0
2025-11-08,14289683466.0
2025-11-09,14250648442.0
2025-11-10,14221060521.0
2025-11-11,14223850441.0
2025-11-12,14250123783.0
2025-11-13,14231220396.0
2025-11-14,14185418072.0
2025-11-15,14187181172.0
2025-11-16,14280849258.0
2025-11-17,14336344102.0
2025-11-18,14508472427.0
2025-11-19,14672650624.0
2025-11-20,14690745117.0
2025-11-21,14720567910.0
2025-11-22,14719521276.0
2025-11-23,14709771678.0
2025-11-24,14689593659.0
2025-11-25,14698140713.0
2025-11-26,14683018936.0
2025-11-27,14647836770.0
2025-11-28,14597473597.0
2025-11-29,16905690000.0
2025-11-30,14538733482.0
2025-12-01,14566641095.0
2025-12-02,14389422169.0
2025-12-03,14433981859.0
2025-12-04,14463300722.0
2025-12-05,14438752402.0
2025-12-06,14439384830.0
2025-12-07,14449220970.0
2025-12-08,14439121912.0
2025-12-09,14447116949.0
2025-12-10,14462083609.0
2025-12-11,14429820377.0
2025-12-12,14380042164.0
2025-12-13,14314691138.0
2025-12-14,14279069090.0
2025-12-15,14214798345.0
2025-12-16,14172265991.0
2025-12-17,14113135983.0
2025-12-18,14089830544.0
2025-12-19,14067919839.0
2025-12-20,14030916274.0
2025-12-21,13996817236.0
2025-12-22,13986078528.0
2025-12-23,13966660615.0
2025-12-24,13941075957.0
2025-12-25,13893389430.0
2025-12-26,13855736898.0
2025-12-27,13852128592.0
2025-12-28,13806370920.0
2025-12-29,13769812816.0
2025-12-30,13738348898.0
2025-12-31,13669023578.0
2026-01-01,13606598221.0
2026-01-02,13564217739.0
2026-01-03,13553128480.0
2026-01-04,13522524662.0
2026-01-05,13508169416.0
2026-01-06,13501975763.0
2026-01-07,13482830518.0
2026-01-08,13504161691.0
2026-01-09,13540970516.0
2026-01-10,13510621374.0
2026-01-11,13466657053.0
2026-01-12,13448006737.0
2026-01-13,13481030226.0
2026-01-14,13541512699.0
2026-01-15,13559264298.0
2026-01-16,13567521285.0
2026-01-17,13570849067.0
2026-01-18,13560023014.0
2026-01-19,13531368038.0
2026-01-20,13500400763.0
2026-01-21,13430158344.0
2026-01-22,13354490402.0
2026-01-23,13274380629.0
2026-01-24,13193511253.0
2026-01-25,13122247574.0
2026-01-26,13079349822.0
2026-01-27,13024372152.0
2026-01-28,12983809512.0
2026-01-29,12958733623.0
2026-01-30,12936302636.0
2026-01-31,12934949541.0
2026-02-01,12899159475.0
2026-02-02,12907683290.0
2026-02-03,12991283890.0
2026-02-04,13084153668.0
2026-02-05,13069356145.0
2026-02-06,13023485038.0
2026-02-07,12948794804.0
2026-02-08,12962265172.0
2026-02-09,12951999997.0
2026-02-10,12938747885.0
2026-02-11,12888851462.0
2026-02-12,12818015862.0
2026-02-13,12735796923.0
2026-02-14,12661007215.0
2026-02-15,12592023708.0
