Fecha,Precio_Ponderado_COP/kWh
2025-03-10,251.6604
2025-03-11,300.5956
2025-03-12,289.4343
2025-03-13,259.2886
2025-03-14,248.9111
2025-03-15,241.9178
2025-03-16,246.1512
2025-03-17,266.3393
2025-03-18,245.8126
2025-03-19,265.319
2025-03-20,277.9623
2025-03-21,230.6718
2025-03-22,211.2748
2025-03-23,163.5219
2025-03-24,201.8752
2025-03-25,295.1104
2025-03-26,252.1852
2025-03-27,307.492
2025-03-28,277.1859
2025-03-29,172.4803
2025-03-30,179.4147
2025-03-31,266.7788
2025-04-01,209.8778
2025-04-02,248.9421
2025-04-03,231.5221
2025-04-04,168.0224
2025-04-05,118.7488
2025-04-06,133.3705
2025-04-07,181.4691
2025-04-08,242.1999
2025-04-09,214.2467
2025-04-10,160.0016
2025-04-11,117.2951
2025-04-12,113.6983
2025-04-13,111.1789
2025-04-14,113.1179
2025-04-15,127.7888
2025-04-16,125.8539
2025-04-17,114.4479
2025-04-18,114.6057
2025-04-19,117.0455
2025-04-20,117.0516
2025-04-21,112.1538
2025-04-22,151.6433
2025-04-23,165.9353
2025-04-24,162.2419
2025-04-25,116.981
2025-04-26,112.6603
2025-04-27,111.4156
2025-04-28,110.8821
2025-04-29,109.5961
2025-04-30,108.4087
2025-05-01,107.1958
2025-05-02,106.9758
2025-05-03,108.1488
2025-05-04,105.4777
2025-05-05,106.4994
2025-05-06,161.8736
2025-05-07,110.7208
2025-05-08,109.1494
2025-05-09,106.3455
2025-05-10,105.5696
2025-05-11,107.887
2025-05-12,162.6706
2025-05-13,196.0225
2025-05-14,170.2857
2025-05-15,122.5012
2025-05-16,113.1228
2025-05-17,114.8106
2025-05-18,106.8266
2025-05-19,128.1861
2025-05-20,178.7047
2025-05-21,181.4657
2025-05-22,167.1274
2025-05-23,182.021
2025-05-24,110.3255
2025-05-25,109.3242
2025-05-26,110.5311
2025-05-27,125.0385
2025-05-28,124.5429
2025-05-29,160.2035
2025-05-30,109.2454
2025-05-31,107.82
2025-06-01,104.6442
2025-06-02,108.4352
2025-06-03,108.0672
2025-06-04,106.914
2025-06-05,111.3038
2025-06-06,106.6607
2025-06-07,105.6989
2025-06-08,108.2856
2025-06-09,118.3266
2025-06-10,109.0215
2025-06-11,108.2233
2025-06-12,110.9504
2025-06-13,108.488
2025-06-14,112.3106
2025-06-15,111.5134
2025-06-16,110.8258
2025-06-17,105.3685
2025-06-18,105.4306
2025-06-19,107.3201
2025-06-20,106.4372
2025-06-21,105.8885
2025-06-22,105.4992
2025-06-23,109.1661
2025-06-24,121.5212
2025-06-25,157.5939
2025-06-26,159.8054
2025-06-27,174.1293
2025-06-28,106.8876
2025-06-29,104.2941
2025-06-30,106.5514
2025-07-01,105.6154
2025-07-02,129.9107
2025-07-03,114.3523
2025-07-04,114.9484
2025-07-05,109.3637
2025-07-06,108.2775
2025-07-07,135.2907
2025-07-08,156.5343
2025-07-09,189.1875
2025-07-10,172.55
2025-07-11,143.364
2025-07-12,123.2813
2025-07-13,118.6053
2025-07-14,110.4937
2025-07-15,133.3212
2025-07-16,132.7932
2025-07-17,122.77
2025-07-18,146.3257
2025-07-19,111.4474
2025-07-20,110.4039
2025-07-21,130.5309
2025-07-22,166.4721
2025-07-23,169.1233
2025-07-24,172.5198
2025-07-25,131.9761
2025-07-26,122.6907
2025-07-27,109.6949
2025-07-28,154.3233
2025-07-29,135.4302
2025-07-30,190.4912
2025-07-31,189.7448
2025-08-01,198.0063
2025-08-02,131.9965
2025-08-03,114.6423
2025-08-04,170.6806
2025-08-05,220.2204
2025-08-06,201.6796
2025-08-07,162.1225
2025-08-08,175.0554
2025-08-09,115.7926
2025-08-10,123.7957
2025-08-11,183.985
2025-08-12,212.4419
2025-08-13,233.8638
2025-08-14,345.4217
2025-08-15,229.1174
2025-08-16,218.3194
2025-08-17,233.2881
2025-08-18,267.0537
2025-08-19,346.2075
2025-08-20,303.8596
2025-08-21,316.1605
2025-08-22,282.7609
2025-08-23,231.3496
2025-08-24,242.6668
2025-08-25,301.6749
2025-08-26,336.1215
2025-08-27,327.9761
2025-08-28,468.1268
2025-08-29,401.9534
2025-08-30,354.6656
2025-08-31,275.3566
2025-09-01,374.1523
2025-09-02,285.3264
2025-09-03,286.8955
2025-09-04,260.7811
2025-09-05,234.0828
2025-09-06,134.5045
2025-09-07,105.9534
2025-09-08,236.3473
2025-09-09,229.1652
2025-09-10,256.8825
2025-09-11,312.5268
2025-09-12,292.6002
2025-09-13,229.8794
2025-09-14,171.2677
2025-09-15,348.5571
2025-09-16,402.537
2025-09-17,361.7228
2025-09-18,313.0599
2025-09-19,310.3651
2025-09-20,275.5565
2025-09-21,256.202
2025-09-22,350.9672
2025-09-23,373.2102
2025-09-24,428.4479
2025-09-25,514.6466
2025-09-26,489.0124
2025-09-27,302.4646
2025-09-28,318.7191
2025-09-29,349.8826
2025-09-30,305.5011
2025-10-01,324.2499
2025-10-02,313.5494
2025-10-03,307.79
2025-10-04,226.0371
2025-10-05,211.4674
2025-10-06,235.6858
2025-10-07,266.7489
2025-10-08,240.2816
2025-10-09,238.6183
2025-10-10,179.8505
2025-10-11,130.7639
2025-10-12,108.8447
2025-10-13,109.6031
2025-10-14,150.935
2025-10-15,191.8297
2025-10-16,184.9721
2025-10-17,166.71
2025-10-18,163.7971
2025-10-19,126.231
2025-10-20,153.1733
2025-10-21,189.6338
2025-10-22,124.3529
2025-10-23,141.2057
2025-10-24,127.2895
2025-10-25,115.848
2025-10-26,103.6016
2025-10-27,106.8052
2025-10-28,178.7032
2025-10-29,119.7492
2025-10-30,113.7168
2025-10-31,107.8421
2025-11-01,166.0555
2025-11-02,104.3308
2025-11-03,104.7624
2025-11-04,188.3378
2025-11-05,204.6753
2025-11-06,194.7744
2025-11-07,235.3759
2025-11-08,184.292
2025-11-09,147.1817
2025-11-10,266.6975
2025-11-11,359.915
2025-11-12,329.3475
2025-11-13,308.2703
2025-11-14,304.2526
2025-11-15,248.6018
2025-11-16,184.2344
2025-11-17,192.6063
2025-11-18,248.926
2025-11-19,358.3313
2025-11-20,242.4539
2025-11-21,292.1553
2025-11-22,226.405
2025-11-23,192.3559
2025-11-24,267.0034
2025-11-25,202.4833
2025-11-26,258.7014
2025-11-27,259.2977
2025-11-28,262.7181
2025-11-29,250.54
2025-11-30,262.4506
2025-12-01,293.9952
2025-12-02,263.2168
2025-12-03,237.8929
2025-12-04,242.4878
2025-12-05,195.0356
2025-12-06,166.672
2025-12-07,166.5185
2025-12-08,139.1512
2025-12-09,226.2137
2025-12-10,209.1069
2025-12-11,240.8063
2025-12-12,253.5737
2025-12-13,246.6538
2025-12-14,240.3562
2025-12-15,296.5943
2025-12-16,325.5707
2025-12-17,346.684
2025-12-18,381.4382
2025-12-19,386.7507
2025-12-20,393.6606
2025-12-21,403.1233
2025-12-22,438.1336
2025-12-23,435.2731
2025-12-24,272.6516
2025-12-25,207.3692
2025-12-26,260.0816
2025-12-27,283.1578
2025-12-28,289.6032
2025-12-29,322.137
2025-12-30,299.5029
2025-12-31,273.5485
2026-01-01,294.9681
2026-01-02,335.178
2026-01-03,339.2985
2026-01-04,303.0926
2026-01-05,327.2704
2026-01-06,319.017
2026-01-07,276.1898
2026-01-08,199.385
2026-01-09,200.0557
2026-01-10,195.879
2026-01-11,126.1983
2026-01-12,163.3954
2026-01-13,148.3412
2026-01-14,140.0556
2026-01-15,145.8723
2026-01-16,118.6362
2026-01-17,107.6066
2026-01-18,117.4831
2026-01-19,149.7812
2026-01-20,176.9152
2026-01-21,182.0224
2026-01-22,188.6599
2026-01-23,203.0643
2026-01-24,212.6656
2026-01-25,229.0084
2026-01-26,249.6087
2026-01-27,262.4881
2026-01-28,258.3681
2026-01-29,246.6651
2026-01-30,209.8565
2026-01-31,211.2881
2026-02-01,162.9037
2026-02-02,133.0597
2026-02-03,126.3673
2026-02-04,137.6995
2026-02-05,123.7836
2026-02-06,122.1498
2026-02-07,105.9649
2026-02-08,101.3033
2026-02-09,105.9573
2026-02-10,107.5928
2026-02-11,122.5234
2026-02-12,118.8369
2026-02-13,110.4679
2026-02-14,114.4145
2026-02-15,111.8093
