Fecha,Precio_Ponderado_COP/kWh,AportesHidricos_GWh,Generacion_Termica_kWh,Generacion_Hidraulica_kWh,Generacion_Solar_kWh,Tipo_noticia,AportesHidricos_GWh_MA7,ELM_Vencimiento_00Meses,ELM_Vencimiento_01Meses,ELM_Vencimiento_02Meses,ELM_Vencimiento_03Meses,ELM_Vencimiento_04Meses,ELM_Vencimiento_05Meses,ELM_Vencimiento_06Meses,Precio_COP/kWh_Dia,Precio_Bilateral_COP/kWh_Dia,Demanda_kWh_Dia,Demanda_kWh_Dia_Comprador,Demanda_Comprador_Dia_01Meses_Adelante,Demanda_Comprador_Dia_02Meses_Adelante,Demanda_Comprador_Dia_03Meses_Adelante,Demanda_Comprador_Dia_04Meses_Adelante,Demanda_Comprador_Dia_05Meses_Adelante,Demanda_Comprador_Dia_06Meses_Adelante,Disponibilidad_kWh_Dia,Ratio_Cobertura_Dia,Retorno_Precio_Dia,Base_ELM_Vencimiento_00Meses,Retorno_ELM_Vencimiento_00Meses,Beta_MA30_ELM_Vencimiento_00Meses,Base_ELM_Vencimiento_01Meses,Retorno_ELM_Vencimiento_01Meses,Beta_MA30_ELM_Vencimiento_01Meses,Base_ELM_Vencimiento_02Meses,Retorno_ELM_Vencimiento_02Meses,Beta_MA30_ELM_Vencimiento_02Meses,Base_ELM_Vencimiento_03Meses,Retorno_ELM_Vencimiento_03Meses,Beta_MA30_ELM_Vencimiento_03Meses,Base_ELM_Vencimiento_04Meses,Retorno_ELM_Vencimiento_04Meses,Beta_MA30_ELM_Vencimiento_04Meses,Base_ELM_Vencimiento_05Meses,Retorno_ELM_Vencimiento_05Meses,Beta_MA30_ELM_Vencimiento_05Meses,Base_ELM_Vencimiento_06Meses,Retorno_ELM_Vencimiento_06Meses,Beta_MA30_ELM_Vencimiento_06Meses,Precio_Ponderado_COP/kWh
2022-01-19,271.1845,156.756,47188937.74,161466351.21,1011211.68,0.8116336443751107,183.1804,231.63,262.52,260.21,262.08,235.46,241.2,241.2,268.8487666666667,241.05666666666664,211912447.45,38097.12,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,337094450.684,1.5907251071862416,0.05320205124931799,-39.55450000000002,0.0,,-8.664500000000032,0.0,,-10.974500000000035,0.0,,-9.10450000000003,0.0,,-35.724500000000006,0.0,,-29.984500000000025,0.004987541511038968,,-29.984500000000025,0.004987541511038968,,271.1845
2022-01-20,265.3482,142.8888,46481434.48,162762452.84,1341021.99,0.8203471615073495,179.79057142857144,231.63,262.52,260.21,262.08,239.0,242.0,242.0,264.1891333333333,241.05666666666664,213199394.32,38655.364,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,334507602.3984,1.5689894592117057,-0.021756475283195954,-33.718200000000024,0.0,,-2.828200000000038,0.0,,-5.13820000000004,0.0,,-3.2682000000000357,0.0,,-26.34820000000002,0.01492250428145987,,-23.34820000000002,0.003311261303656005,,-23.34820000000002,0.003311261303656005,,265.3482
2022-01-21,289.6519,137.4688,48185989.75,163178541.59,1092688.71,0.8281893269263646,173.4019142857143,234.0,267.19,263.93,262.08,242.0,242.0,242.0,286.75490833333333,241.05666666666664,214948512.72,39287.118,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,334713620.8673,1.5571804458275573,0.08763693140466798,-55.65190000000001,0.010179844368867392,,-22.461900000000014,0.017632746206929836,,-25.721900000000005,0.014194919156967675,,-27.571900000000028,0.0,,-47.65190000000001,0.012474174225175818,,-47.65190000000001,0.0,,-47.65190000000001,0.0,,289.6519
2022-01-22,302.8022,136.4038,50492948.39,164016553.15,1131442.16,0.7907509666420081,154.4428857142857,240.0,271.87,267.65,262.08,242.0,242.0,242.0,301.2736333333333,241.05666666666664,217041178.71,39562.109,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,340560412.2268,1.5691050622326397,0.04439992989663176,-62.80220000000003,0.025317807984289786,,-30.932200000000023,0.017363995056786312,,-35.15220000000005,0.013996240367103558,,-40.72220000000004,0.0,,-60.80220000000003,0.0,,-60.80220000000003,0.0,,-60.80220000000003,0.0,,302.8022
2022-01-23,309.0729,152.8664,50265335.12,153042600.32999998,1255110.08,0.7567160936562295,150.23228571428572,240.0,271.87,267.65,262.08,242.0,242.0,242.0,307.87403333333333,241.05666666666664,206897417.34,35854.717000000004,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,344421018.7314,1.6646946257690778,0.020497384343849477,-69.0729,0.0,,-37.2029,0.0,,-41.42290000000003,0.0,,-46.99290000000002,0.0,,-67.0729,0.0,,-67.0729,0.0,,-67.0729,0.0,,309.0729
2022-01-24,308.6741,158.506,47819997.1,137560859.84,1235501.23,0.7256407748431272,150.58214285714286,240.0,271.87,267.65,262.08,242.0,242.0,242.0,307.78363333333334,241.05666666666664,188857511.18,30840.555,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,348852579.8947,1.8471734468755587,-0.0012911436410106064,-68.67410000000001,0.0,,-36.804100000000005,0.0,,-41.02410000000003,0.0,,-46.594100000000026,0.0,,-66.67410000000001,0.0,,-66.67410000000001,0.0,,-66.67410000000001,0.0,,308.6741
2022-01-25,339.6541,141.62,50525680.67,158569200.01,1211354.29,0.6971550659311166,146.64425714285716,248.4,281.39,274.34,262.08,242.0,242.0,242.0,336.53259166666663,241.05666666666664,212139495.4,38036.064000000006,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,348503897.5206,1.6428053477900373,0.09564171905273473,-91.25410000000002,0.03440142671733232,,-58.26410000000004,0.03441759657690999,,-65.31410000000005,0.02468805621087065,,-77.57410000000004,0.0,,-97.65410000000003,0.0,,-97.65410000000003,0.0,,-97.65410000000003,0.0,,339.6541
2022-01-26,446.1572,195.857,54888817.0,156212148.86,1189544.27,0.6709482137320671,152.23011428571428,256.82,289.1,279.47,262.08,235.46,242.0,242.0,440.29373333333336,241.05666666666664,213862913.61,38119.807,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,329680717.2298,1.5415516026822915,0.27274360947182885,-189.3372,0.03333510034380417,,-157.05719999999997,0.02703104157615259,,-166.68719999999996,0.01852673925819154,,-184.0772,0.0,,-210.69719999999998,-0.02739667850663557,,-204.1572,0.0,,-204.1572,0.0,,446.1572
2022-01-27,398.5795,164.2048,53517408.99,158130055.4,1077332.81,0.6827267620457435,155.27525714285713,263.86,296.82,284.61,262.08,235.46,242.0,242.0,396.5545333333334,241.05666666666664,214148658.59,38729.213,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,343290971.2656,1.6030498324196858,-0.11276437983499019,-134.71949999999998,0.027043209052502806,,-101.7595,0.026353245445371806,,-113.96949999999998,0.018224869764442778,,-136.4995,0.0,,-163.1195,0.0,,-156.5795,0.0,,-156.5795,0.0,,398.5795
2022-01-28,484.2342,157.384,53177649.07,158624390.41,1307982.1,0.6936328252991474,158.1202857142857,272.57,300.0,292.5,262.08,235.46,242.0,242.0,476.25319999999994,241.05666666666664,214959417.91,38549.397,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,335869779.8561,1.5624799467810395,0.19466169752878948,-211.6642,0.03247680239340657,,-184.2342,0.010656580188528796,,-191.7342,0.02734484459901592,,-222.1542,0.0,,-248.77419999999998,0.0,,-242.2342,0.0,,-242.2342,0.0,,484.2342
2022-01-29,486.3751,152.3264,52911902.03,158849206.45,1322413.88,0.7037598840344511,160.39494285714287,281.29,309.99,296.24,262.08,235.46,242.0,242.0,480.14563333333336,241.05666666666664,215279706.68,38326.630000000005,1003609.346,1091573.892,1076441.268,1100937.509,1034230.811,1076422.627,345179193.7454,1.6033986624595673,0.004411462927471041,-205.08509999999995,0.031490703779193566,,-176.38509999999997,0.03275756423817229,,-190.13509999999997,0.012705269933446185,,-224.2951,0.0,,-250.91509999999997,0.0,,-244.37509999999997,0.0,,-244.37509999999997,0.0,,486.3751
