Fecha,Precio_Ponderado_COP/kWh,AportesHidricos_GWh,Generacion_Termica_kWh,Generacion_Hidraulica_kWh,Generacion_Solar_kWh,Tipo_noticia,AportesHidricos_GWh_MA7,DTB_Vencimiento_00Meses,DTB_Vencimiento_01Meses,DTB_Vencimiento_02Meses,DTB_Vencimiento_03Meses,DTB_Vencimiento_04Meses,DTB_Vencimiento_05Meses,DTB_Vencimiento_06Meses,Precio_COP/kWh_7-17,Precio_Bilateral_COP/kWh_7-17,Demanda_kWh_7-17,Demanda_kWh_7-17_Comprador,Demanda_Comprador_7-17_01Meses_Adelante,Demanda_Comprador_7-17_02Meses_Adelante,Demanda_Comprador_7-17_03Meses_Adelante,Demanda_Comprador_7-17_04Meses_Adelante,Demanda_Comprador_7-17_05Meses_Adelante,Demanda_Comprador_7-17_06Meses_Adelante,Disponibilidad_kWh_7-17,Ratio_Cobertura_7-17,Retorno_Precio_7-17,Base_DTB_Vencimiento_00Meses,Retorno_DTB_Vencimiento_00Meses,Beta_MA30_DTB_Vencimiento_00Meses,Base_DTB_Vencimiento_01Meses,Retorno_DTB_Vencimiento_01Meses,Beta_MA30_DTB_Vencimiento_01Meses,Base_DTB_Vencimiento_02Meses,Retorno_DTB_Vencimiento_02Meses,Beta_MA30_DTB_Vencimiento_02Meses,Base_DTB_Vencimiento_03Meses,Retorno_DTB_Vencimiento_03Meses,Beta_MA30_DTB_Vencimiento_03Meses,Base_DTB_Vencimiento_04Meses,Retorno_DTB_Vencimiento_04Meses,Beta_MA30_DTB_Vencimiento_04Meses,Base_DTB_Vencimiento_05Meses,Retorno_DTB_Vencimiento_05Meses,Beta_MA30_DTB_Vencimiento_05Meses,Base_DTB_Vencimiento_06Meses,Retorno_DTB_Vencimiento_06Meses,Beta_MA30_DTB_Vencimiento_06Meses
2022-01-11,203.0664,171.5968,23813963.05,156398960.27,1236504.65,0.9153867519159622,195.38325714285716,255.91,269.72,261.17,266.86,252.96,252.0,252.0,202.797,241.282,78046987.29,13943.101,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,148427899.6267,1.901776157934001,0.02632665103702571,53.113,0.0,,66.92300000000003,0.0,,58.37300000000002,0.0,,64.06300000000002,0.0,,50.16300000000001,0.0,,49.203,0.0,,49.203,0.0,
2022-01-12,248.6578,169.8156,33608220.25,165430245.77,1077291.95,0.9038418930381937,192.1898857142857,245.67,261.63,258.56,266.86,252.96,252.0,252.0,250.8122,241.282,89589979.65,17877.858,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,139568726.529,1.557860902237631,0.2124989732055824,-5.1422000000000025,-0.04083664821677244,,10.817800000000005,-0.030453091959377347,,7.747800000000012,-0.01004376095564924,,16.047800000000024,0.0,,2.147800000000018,0.0,,1.18780000000001,0.0,,1.18780000000001,0.0,
2022-01-13,243.673,166.6176,45039035.22,158910750.8,1316632.16,0.8756962770855168,189.83602857142859,236.75,259.01,256.16,269.0,247.23,252.0,252.0,247.7907,241.282,91452778.53,18526.423000000003,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,147799295.5008,1.6161269004234378,-0.012120013689366037,-11.040699999999987,-0.03698443988401892,,11.219300000000004,-0.01006462091420451,,8.369300000000038,-0.009325526084325955,,21.209300000000013,0.007987203287564476,,-0.5606999999999971,-0.02291229601776006,,4.209300000000013,0.0,,4.209300000000013,0.0,
2022-01-14,239.495,182.1894,48417755.66,161080917.79,1085913.11,0.8518807558947903,185.88142857142856,235.68,257.9,255.26,269.0,247.23,252.0,252.0,241.5139,241.282,92468449.15,17987.848,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,149206377.0498,1.6135922946837915,-0.02565740985231181,-5.8339,-0.004529779351867414,,16.38609999999997,-0.00429475810550039,,13.746099999999984,-0.0035196156938600265,,27.486099999999993,0.0,,5.716099999999983,0.0,,10.486099999999993,0.0,,10.486099999999993,0.0,
2022-01-15,254.0661,269.117,51240793.21,156143553.89,1123595.9,0.8314674520170245,189.55419999999998,234.62,256.79,254.37,269.0,247.23,252.0,252.0,255.3635,241.282,92647720.41,18076.78,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,151148147.5244,1.6314286725621985,0.05576099193575811,-20.743499999999983,-0.004507768636745817,,1.4265000000000327,-0.0043132826396747245,,-0.9934999999999832,-0.0034927335705233135,,13.636500000000012,0.0,,-8.133499999999998,0.0,,-3.3634999999999877,0.0,,-3.3634999999999877,0.0,
2022-01-16,256.6133,182.3406,51267972.68,145133685.04,1131860.04,0.8411823198750664,188.86174285714287,234.62,256.79,254.37,269.0,247.23,252.0,252.0,260.69030000000004,241.282,87595721.16,17270.034,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,149896404.3659,1.7112297539294556,0.02064509242115267,-26.07030000000003,0.0,,-3.9003000000000156,0.0,,-6.320300000000032,0.0,,8.309699999999964,0.0,,-13.460300000000046,0.0,,-8.690300000000036,0.0,,-8.690300000000036,0.0,
2022-01-17,253.7758,156.057,51136803.29,131384266.77,1083764.59,0.8496828292508529,185.3905714285714,234.62,256.79,254.37,269.0,247.23,252.0,252.0,254.6466,241.282,78044535.21,14032.178,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,146898560.7536,1.882240189634413,-0.023456411146679665,-20.026600000000002,0.0,,2.143400000000014,0.0,,-0.27660000000000196,0.0,,14.353399999999993,0.0,,-7.416600000000017,0.0,,-2.6466000000000065,0.0,,-2.6466000000000065,0.0,
2022-01-18,257.134,169.1852,46596686.08,158773703.05,982382.17,0.8295391431401659,185.04605714285714,234.62,256.79,254.37,269.0,247.23,252.0,252.0,268.3323,241.282,93108951.48,18405.116,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,144427526.2542,1.5511669281897493,0.05234943622902217,-33.71229999999997,0.0,,-11.542299999999955,0.0,,-13.96229999999997,0.0,,0.6677000000000248,0.0,,-21.102299999999985,0.0,,-16.332299999999975,0.0,,-16.332299999999975,0.0,
2022-01-19,271.1845,156.756,47188937.74,161466351.21,1011211.68,0.8116336443751107,183.1804,234.62,256.79,254.37,269.0,247.23,253.26,253.26,283.9071,241.282,94310532.9,18450.956,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,139728511.4809,1.4815790684700922,0.056420934160766434,-49.28710000000001,0.0,,-27.117099999999994,0.0,,-29.53710000000001,0.0,,-14.907100000000014,0.0,,-36.677100000000024,0.0,,-30.647100000000023,0.004987541511038968,,-30.647100000000023,0.004987541511038968,
2022-01-20,265.3482,142.8888,46481434.48,162762452.84,1341021.99,0.8203471615073495,179.79057142857144,234.62,256.79,254.37,269.0,250.95,254.1,254.1,265.8558,241.282,95031704.04,18549.514,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,141211505.929,1.485941006272626,-0.06569301544577105,-31.235799999999983,0.0,,-9.065799999999967,0.0,,-11.485799999999983,0.0,,3.144200000000012,0.0,,-14.9058,0.014934638657540718,,-11.755799999999994,0.003311261303656005,,-11.755799999999994,0.003311261303656005,
2022-01-21,289.6519,137.4688,48185989.75,163178541.59,1092688.71,0.8281893269263646,173.4019142857143,237.04,260.95,257.58,269.0,254.1,254.1,254.1,301.03819999999996,241.282,95817003.78,19125.906000000003,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,140290257.0303,1.4641478181932355,0.12428311046909109,-63.99819999999997,0.010261719187735507,,-40.08819999999997,0.01607018784179792,,-43.45819999999998,0.01254045148050281,,-32.03819999999996,0.0,,-46.938199999999966,0.012474174225175818,,-46.938199999999966,0.0,,-46.938199999999966,0.0,
2022-01-22,302.8022,136.4038,50492948.39,164016553.15,1131442.16,0.7907509666420081,154.4428857142857,240.17,265.1,260.77,269.0,254.1,254.1,254.1,306.1653,241.282,96810478.0,19221.376,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,143508611.1101,1.482366517290618,0.016887985181986285,-65.99530000000001,0.013118102660361765,,-41.06529999999998,0.01577829520555765,,-45.39530000000002,0.012308441296591588,,-37.1653,0.0,,-52.06530000000001,0.0,,-52.06530000000001,0.0,,-52.06530000000001,0.0,
2022-01-23,309.0729,152.8664,50265335.12,153042600.32999998,1255110.08,0.7567160936562295,150.23228571428572,240.17,265.1,260.77,269.0,254.1,254.1,254.1,315.3782,241.282,90657532.0,16772.596,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,143133555.5286,1.5788379891987354,0.02964740138312298,-75.2082,0.0,,-50.27819999999997,0.0,,-54.60820000000001,0.0,,-46.37819999999999,0.0,,-61.2782,0.0,,-61.2782,0.0,,-61.2782,0.0,
2022-01-24,308.6741,158.506,47819997.1,137560859.84,1235501.23,0.7256407748431272,150.58214285714286,240.17,265.1,260.77,269.0,254.1,254.1,254.1,306.3903,241.282,79333724.19,13213.833,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,145939120.2466,1.8395596795264983,-0.028912774158691496,-66.22030000000004,0.0,,-41.2903,0.0,,-45.62030000000004,0.0,,-37.390300000000025,0.0,,-52.29030000000003,0.0,,-52.29030000000003,0.0,,-52.29030000000003,0.0,
2022-01-25,339.6541,141.62,50525680.67,158569200.01,1211354.29,0.6971550659311166,146.64425714285716,249.3,274.38,267.29,269.0,254.1,254.1,254.1,350.7078,241.282,94991787.91,18499.098,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,145988918.2284,1.5368583057592016,0.13509361872875608,-101.40780000000001,0.0373099846038406,,-76.32780000000002,0.03440689360303892,,-83.4178,0.02469541853542097,,-81.70780000000002,0.0,,-96.60780000000003,0.0,,-96.60780000000003,0.0,,-96.60780000000003,0.0,
2022-01-26,446.1572,195.857,54888817.0,156212148.86,1189544.27,0.6709482137320671,152.23011428571428,258.45,283.52,273.84,269.0,254.1,254.1,254.1,479.3354000000001,241.282,95058970.09,18220.019,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,136545993.7515,1.4364346007769797,0.3124471630167766,-220.88540000000012,0.03604526111253612,,-195.81540000000012,0.03276866051869734,,-205.49540000000013,0.024209782925393098,,-210.3354000000001,0.0,,-225.2354000000001,0.0,,-225.2354000000001,0.0,,-225.2354000000001,0.0,
2022-01-27,398.5795,164.2048,53517408.99,158130055.4,1077332.81,0.6827267620457435,155.27525714285713,267.6,292.65,280.38,269.0,254.1,254.1,254.1,407.2212,241.282,95071478.52,18504.861,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,142586550.8264,1.4997826166803998,-0.1630440343979405,-139.6212,0.03479107661202511,,-114.57120000000003,0.03169468832051367,,-126.84120000000001,0.02360183171846004,,-138.2212,0.0,,-153.12120000000002,0.0,,-153.12120000000002,0.0,,-153.12120000000002,0.0,
2022-01-28,484.2342,157.384,53177649.07,158624390.41,1307982.1,0.6936328252991474,158.1202857142857,277.74,301.78,286.91,269.0,254.1,254.1,254.1,510.5867,241.282,95431951.43,18224.009,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,142768848.0184,1.4960277546364746,0.22620392993175828,-232.8467,0.03719209601716081,,-208.80670000000003,0.030720919348275307,,-223.67669999999998,0.02302275178979197,,-241.5867,0.0,,-256.48670000000004,0.0,,-256.48670000000004,0.0,,-256.48670000000004,0.0,
2022-01-29,486.3751,152.3264,52911902.03,158849206.45,1322413.88,0.7037598840344511,160.39494285714287,287.88,310.83,295.23,269.0,254.1,254.1,254.1,512.0873,241.282,96171354.2,17993.665,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,144654255.9831,1.504130384628607,0.002934661635986246,-224.20730000000003,0.03585830236836936,,-201.25730000000004,0.029547863846264878,,-216.8573,0.028586135848822067,,-243.08730000000003,0.0,,-257.9873,0.0,,-257.9873,0.0,,-257.9873,0.0,
2022-01-30,491.6234,134.3046,50743254.14,150626827.14000002,1226695.46,0.7131885249259408,157.74325714285715,287.88,310.83,295.23,269.0,254.1,254.1,254.1,515.9535,241.282,90087193.35,16764.543,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,141550809.8729,1.5712645117376167,0.0075215268245740225,-228.07349999999997,0.0,,-205.12349999999998,0.0,,-220.72349999999994,0.0,,-246.95349999999996,0.0,,-261.85349999999994,0.0,,-261.85349999999994,0.0,,-261.85349999999994,0.0,
2022-01-31,457.7777,118.249,51788348.19,128308101.42,1210806.71,0.7219885897579978,151.99225714285714,287.88,310.83,295.23,269.0,254.1,254.1,254.1,462.4763,241.282,77018849.99,13730.631,476158.04600000003,522784.764,513488.994,530937.789,504047.232,523759.14900000003,141560633.954,1.8379998399402224,-0.10942133274552028,-174.59629999999999,0.0,,-151.6463,0.0,,-167.24629999999996,0.0,,-193.47629999999998,0.0,,-208.3763,0.0,,-208.3763,0.0,,-208.3763,0.0,
