Fecha,Precio_Ponderado_COP/kWh,AportesHidricos_GWh,Generacion_Termica_kWh,Generacion_Hidraulica_kWh,Generacion_Solar_kWh,Tipo_noticia,AportesHidricos_GWh_MA7,DTB_Vencimiento_00Meses,DTB_Vencimiento_01Meses,DTB_Vencimiento_02Meses,DTB_Vencimiento_03Meses,DTB_Vencimiento_04Meses,DTB_Vencimiento_05Meses,DTB_Vencimiento_06Meses,Precio_COP/kWh_7-17,Precio_Bilateral_COP/kWh_7-17,Demanda_kWh_7-17,Demanda_kWh_7-17_Comprador,Demanda_Comprador_7-17_01Meses_Adelante,Demanda_Comprador_7-17_02Meses_Adelante,Demanda_Comprador_7-17_03Meses_Adelante,Demanda_Comprador_7-17_04Meses_Adelante,Demanda_Comprador_7-17_05Meses_Adelante,Demanda_Comprador_7-17_06Meses_Adelante,Disponibilidad_kWh_7-17,Ratio_Cobertura_7-17,Retorno_Precio_7-17,Base_DTB_Vencimiento_00Meses,Retorno_DTB_Vencimiento_00Meses,Beta_MA30_DTB_Vencimiento_00Meses,Base_DTB_Vencimiento_01Meses,Retorno_DTB_Vencimiento_01Meses,Beta_MA30_DTB_Vencimiento_01Meses,Base_DTB_Vencimiento_02Meses,Retorno_DTB_Vencimiento_02Meses,Beta_MA30_DTB_Vencimiento_02Meses,Base_DTB_Vencimiento_03Meses,Retorno_DTB_Vencimiento_03Meses,Beta_MA30_DTB_Vencimiento_03Meses,Base_DTB_Vencimiento_04Meses,Retorno_DTB_Vencimiento_04Meses,Beta_MA30_DTB_Vencimiento_04Meses,Base_DTB_Vencimiento_05Meses,Retorno_DTB_Vencimiento_05Meses,Beta_MA30_DTB_Vencimiento_05Meses,Base_DTB_Vencimiento_06Meses,Retorno_DTB_Vencimiento_06Meses,Beta_MA30_DTB_Vencimiento_06Meses
2023-05-16,733.1845,328.5944,54111634.71,162141609.89000002,1471978.3,0.8326707469981488,301.63002857142857,386.21,385.88,385.88,388.5,388.5,418.01,418.01,753.9847,278.716,99771216.35,19477.402,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,152307667.1205,1.5265692119679166,0.08101414292157737,-367.7747,0.08426347350329552,0.3490792565910428,-368.1047,0.0,1.548513761930751,-368.1047,0.0,0.6219094025074899,-365.4847,0.0,0.9214385563033853,-365.4847,0.0,1.23843175511445,-335.9747,0.0,1.4962922218929053,-335.9747,0.0,3.408862406930148
2023-05-17,778.7556,331.5706,54750666.2,167671907.0,2049466.66,0.8509899297177665,309.6297714285714,415.82,385.88,385.88,388.5,388.5,418.01,418.01,788.7047,278.716,100588344.54,20178.676,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,148747319.047,1.4787729107903655,0.04501990353462573,-372.8847,0.07387121133653089,0.3327227016321883,-402.8247,0.0,1.5242792242640628,-402.8247,0.0,0.5972455806141651,-400.2047,0.0,0.8801367963859911,-400.2047,0.0,1.206442201593111,-370.6947,0.0,1.456421080212124,-370.6947,0.0,3.3615015849025864
2023-05-18,820.136,449.2258,57161524.53,162410347.6,2027589.34,0.8509668858028225,329.03097142857143,442.87,385.88,385.88,388.5,388.5,418.01,418.01,845.7308,278.716,99093034.39,19783.494,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,148121466.9068,1.4947717346492693,0.06980912609960256,-402.86080000000004,0.06302379893931861,0.4376189429984033,-459.85080000000005,0.0,0.6881535967301494,-459.85080000000005,0.0,-0.17498378052786434,-457.23080000000004,0.0,0.11693940018149039,-457.23080000000004,0.0,0.3003821816681042,-427.72080000000005,0.0,0.21019844707020527,-427.72080000000005,0.0,-2.4672465028863684
2023-05-19,823.9409,298.129,63242956.25,160294929.66,2715614.7800000003,0.8509668858028224,328.79282857142863,467.34,414.75,385.88,414.75,414.75,418.01,418.01,834.1804,278.716,102925908.62,21771.725,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,148641492.8082,1.4441601225691467,-0.013751419736908254,-366.8404,0.05378077090535104,0.3957364279337304,-419.43039999999996,0.07214948876820106,0.30135781606696405,-448.30039999999997,0.0,0.12501866020113842,-419.43039999999996,0.06538275926285171,0.11426696729032533,-419.43039999999996,0.06538275926285171,0.2771743589002437,-416.1704,0.0,0.711977669936471,-416.1704,0.0,
2023-05-20,836.538,320.1948,62923588.47,165049912.17,2427869.78,0.8506685848152135,332.3852285714286,489.98,414.75,414.75,414.75,414.75,418.01,418.01,833.6863999999999,278.716,104457269.93,21288.815,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,151895235.435,1.454137519933171,-0.0005923734610529542,-343.7063999999999,0.047307529785220646,0.3555912952433697,-418.93639999999994,0.0,0.2702873853715607,-418.93639999999994,0.07214948876820106,-0.07605146492161004,-418.93639999999994,0.0,0.35247962883096584,-418.93639999999994,0.0,0.5754729197348212,-415.67639999999994,0.0,1.4690512248610417,-415.67639999999994,0.0,
2023-05-21,837.8447,382.73,64962471.629999995,146695754.63,1783460.55,0.8503702838276044,345.36025714285717,489.98,414.75,414.75,414.75,414.75,418.01,418.01,837.1009,278.716,95910478.56,19106.155,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,156043167.0981,1.6269668282437146,0.004087300344644337,-347.1209,0.0,0.38539815940049105,-422.3509,0.0,0.31275625986439315,-422.3509,0.0,-0.037528442335313765,-422.3509,0.0,0.2501452397276922,-422.3509,0.0,0.5528924714793028,-419.09090000000003,0.0,1.3576942054025665,-419.09090000000003,0.0,
2023-05-22,787.9212,375.7094,55408175.05,128372354.3,1553890.4300000002,0.8503407694323124,355.16485714285716,489.98,414.75,414.75,414.75,414.75,418.01,418.01,800.7423,278.716,81079006.84,13518.972000000002,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,146018723.8718,1.800943666712038,-0.04440544034777866,-310.7623,0.0,0.4125950874888496,-385.9923,0.0,0.3615377636887417,-385.9923,0.0,0.0067206929681432395,-385.9923,0.0,0.22524809400735615,-385.9923,0.0,0.6003277860459045,-382.7323,0.0,1.4068685356298314,-382.7323,0.0,
2023-05-23,800.7412,419.9012,61297883.38,124198550.0,2339411.11,0.8503407694323124,368.2086857142857,489.98,414.75,414.75,414.75,414.75,418.01,418.01,841.2227999999999,278.716,82819387.35,14291.803,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,151081377.8985,1.8242271855987113,0.049317375140161636,-351.2427999999999,0.0,0.4053408006455953,-426.4727999999999,0.0,0.34745243049289126,-426.4727999999999,0.0,-0.0060559491095937895,-426.4727999999999,0.0,0.20865520581024755,-426.4727999999999,0.0,0.5866311560009104,-423.2127999999999,0.0,1.392669776435612,-423.2127999999999,0.0,
2023-05-24,811.9777,657.9238,59091841.96,156860344.52,2326212.82,0.8503407694323124,414.83057142857143,514.47,414.75,414.75,414.75,414.75,418.01,418.01,847.5081,278.716,97952586.46,18726.403,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,153375562.5846,1.5658143202500587,0.007443849132875097,-333.0381,0.04877267059103267,0.3985167704399988,-432.7581,0.0,0.3535820080621761,-432.7581,0.0,-0.0004958805189870709,-432.7581,0.0,0.2158760073268643,-432.7581,0.0,0.5925915798780909,-429.4981,0.0,1.398848714104918,-429.4981,0.0,
2023-05-25,759.2147,613.6858,58807439.27,157428486.8,2075628.13,0.8358915600984728,438.3248571428572,535.85,432.08,414.75,414.75,419.49,423.19,418.01,827.515,278.716,99736820.89,20410.756,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,150261697.2804,1.506581981855267,-0.02387316275591095,-291.66499999999996,0.04071702662284057,0.3923420246207449,-395.435,0.0409348272140817,0.23913116090912065,-412.765,0.0,0.020936390798408595,-412.765,0.0,0.24295003260929407,-408.025,0.011363758650315003,0.5712849077020834,-404.325,0.012315895091734405,1.2956391555197917,-409.505,0.0,
2023-05-26,777.6822,716.888,61403625.98,153098790.35,2310229.77,0.8159607611040733,498.14757142857144,556.38,450.96,414.75,414.75,419.49,423.19,418.01,825.1802,278.716,99236647.35,20134.928,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,150410812.1967,1.5156780908388883,-0.002825447249142009,-268.8002,0.0375972428811835,0.3797196661096329,-374.22020000000003,0.04276788748868379,0.14002864608692028,-410.4302,0.0,0.008267789081012443,-410.4302,0.0,0.22782795475497641,-405.6902,0.0,0.5567946913409398,-401.9902,0.0,1.2795676229939639,-407.1702,0.0,
2023-05-27,683.1933,838.9058,58052368.96,153690939.27,1828013.56,0.8315475395862865,572.2491428571428,577.05,471.44,414.75,414.75,419.49,423.19,418.01,779.6495,278.716,99050885.36,20470.527,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,153617987.7221,1.5508996932614596,-0.05675732700872451,-202.59950000000003,0.03647740382622407,0.36444319747067055,-308.2095,0.04441319675633848,-0.03803831513504772,-364.8995,0.0,0.11870910859654385,-364.8995,0.0,0.2424620668034991,-360.1595,0.0,0.5708173310786243,-356.4595,0.0,1.29512055229642,-361.6395,0.0,
2023-05-28,664.1787,626.5522,54081531.55,146536260.57,2250272.5,0.8471343180684993,607.0808857142857,577.05,471.44,414.75,414.75,419.49,423.19,418.01,711.0228,278.716,93812307.86,18726.148,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,152426357.227,1.6248012729254266,-0.09213996291764118,-133.9728,0.0,0.3644133183536543,-239.58279999999996,0.0,-0.044951954194457286,-296.27279999999996,0.0,0.11456789539561335,-296.27279999999996,0.0,0.2368516228601428,-291.53279999999995,0.0,0.5654413141446758,-287.83279999999996,0.0,1.2891578510599468,-293.01279999999997,0.0,
2023-05-29,458.6928,789.3072,48761281.51,132058564.15,2846979.09,0.8627210965507122,666.1662857142857,577.05,471.44,414.75,414.75,419.49,423.19,418.01,421.6559,278.716,80713511.36,13655.464000000002,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,155320785.6804,1.9243467799044842,-0.5225149182289527,155.39409999999998,0.0,0.45617620103760936,49.784100000000024,0.0,0.19490468375761447,-6.905899999999974,0.0,0.2582400580414245,-6.905899999999974,0.0,0.43149618126249273,-2.165899999999965,0.0,0.7519528366973781,1.5341000000000236,0.0,1.4960233613076406,-3.6458999999999833,0.0,
2023-05-30,386.7705,719.4214,50133985.75,160475052.24,2453449.15,0.8470714490100589,708.9548857142856,586.13,495.02,414.75,414.75,419.49,423.19,418.01,429.8751,278.716,98308855.55,19206.582,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,153066056.4417,1.556991540440123,0.019305122807481347,156.25490000000002,0.01561269011049142,0.3803596434383793,65.1449,0.04880632526321507,0.019720177563893247,-15.125099999999975,0.0,0.1613668216163094,-15.125099999999975,0.0,0.3002539978239551,-10.385099999999966,0.0,0.6261944817904617,-6.685099999999977,0.0,1.3565410070826958,-11.865099999999984,0.0,
2023-05-31,387.5353,775.8102,45897695.94,169208459.49,2205851.43,0.8470868116200218,725.7958,592.71,517.32,414.75,414.75,419.49,423.19,418.01,394.1154,278.716,98397939.29,19117.683,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,153976566.9518,1.5648352807267412,-0.08685094156411594,198.5946,0.011163632616518192,0.39949439509417795,123.20460000000003,0.044063472754170614,-0.13574960681763262,20.634599999999978,0.0,0.19612408596989803,20.634599999999978,0.0,0.3473425377804129,25.374599999999987,0.0,0.6713154723496138,29.074599999999975,0.0,1.4065860477705323,23.89459999999997,0.0,
2023-06-01,365.574,559.1496,39961677.83,177676325.72,2361466.75,0.8471021742299846,718.0049142857142,599.48,517.32,414.75,414.75,419.49,423.19,418.01,383.1989,278.716,99137993.95,19641.906000000003,547456.635,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,150448606.3783,1.5175675882061763,-0.02808958428513953,216.28110000000004,0.01135737218337197,0.39152629452289134,134.12110000000007,0.0,-0.14662114224462275,31.55110000000002,0.0,0.19049478358258057,31.55110000000002,0.0,0.3397160563722232,36.29110000000003,0.0,0.6640076561392008,39.99110000000002,0.0,1.3984807301554438,34.81110000000001,0.0,
2023-06-02,318.0735,834.0684,36023269.65,179279962.2,1677021.31,0.8471021742299845,734.7449714285714,483.96,413.79,414.75,419.49,423.19,418.01,460.44,349.1387,274.611,97106720.61,20002.999000000003,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,152405121.0801,1.5694600757056705,-0.09308491107393485,134.8213,-0.21406035410351834,0.4393691576737083,64.65130000000005,-0.22330303979150548,0.24420999169736546,65.61130000000003,0.0,0.31742899973307986,70.35130000000004,0.011363758650315003,0.21211035431146733,74.05130000000003,0.008781563054436723,-0.685589081654511,68.87130000000002,-0.012315895091734494,2.809854574210874,111.30130000000003,0.09667719836329,-1.1459390773198423
2023-06-03,259.9755,626.4194,26394046.26,190547750.29,2532600.18,0.8471021742299846,704.3897714285713,449.26,412.57,414.75,419.49,423.19,418.01,460.44,256.5347,274.611,98818923.12,19578.115,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,152181909.3509,1.5400077692214784,-0.30820532634295256,192.7253,-0.07440047393625299,0.8216127696124828,156.0353,-0.0029527104080076675,0.29905270159562714,158.2153,0.0,0.5175855017366405,162.95530000000002,0.0,0.4677690104767731,166.6553,0.0,-0.29378148184207004,161.4753,0.0,2.8098545742108705,203.9053,0.0,-0.9499155874196118
2023-06-04,248.9025,457.5706,23706706.42,189121921.18,3130076.07,0.8470726598346926,680.2495428571428,449.26,412.57,414.75,419.49,423.19,418.01,460.44,233.0593,274.611,95461424.1,18393.903,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,155855470.894,1.6326539475331376,-0.0959710104898242,216.20069999999998,0.0,0.823661263832976,179.51069999999999,0.0,0.3019991795954013,181.6907,0.0,0.5315035385282002,186.4307,0.0,0.48554643237899126,190.1307,0.0,-0.26653683810171697,184.95069999999998,0.0,2.8098545742108705,227.3807,0.0,-0.9362849428133584
2023-06-05,210.01,407.6052,21017562.95,168379294.03,2278045.19,0.8760301072929557,625.7206857142857,449.26,412.57,414.75,419.49,423.19,418.01,460.44,209.4632,274.611,79805806.64,13418.239,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,153108693.5778,1.9185157073653256,-0.10674486001396848,239.7968,0.0,0.9066422749035439,203.1068,0.0,0.32879739069501646,205.2868,0.0,0.6580880533492909,210.0268,0.0,0.6472320465186786,213.7268,0.0,-0.018746861613260956,208.5468,0.0,2.809854574210868,250.9768,0.0,-0.8123142593023313
2023-06-06,283.926,655.4274,25627750.31,189621155.37,2007030.14,0.8764775587743693,616.5786857142857,419.67,402.44,414.75,419.49,423.19,418.01,460.44,303.959,274.611,97505703.31,17863.221,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,158664522.6204,1.6272332513305166,0.3723447562813747,115.71100000000001,-0.06813309658057513,0.48525359056977596,98.481,-0.024859870923680635,0.17166762551777606,110.791,0.0,0.5106099097229965,115.531,0.0,0.45885913014656066,119.231,0.0,-0.3074362466724829,114.05099999999999,0.0,2.809854574210871,156.481,0.0,-0.9567471411135823
2023-06-07,301.8755,613.652,27039686.78,193198840.58,2679158.14,0.876925010255783,593.4132285714286,398.78,390.48,414.75,419.49,423.19,418.01,460.44,304.9863,274.611,99404457.78,19410.036,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,157521242.5833,1.5846496837387607,0.003374033676174106,93.79369999999994,-0.05105880177769567,0.46469706252686077,85.49369999999999,-0.030169265844957854,0.16781981484535022,109.76369999999997,0.0,0.5213101891919475,114.50369999999998,0.0,0.4725265306169014,118.20369999999997,0.0,-0.28649038294042456,113.02369999999996,0.0,2.8098545742108705,155.45369999999997,0.0,-0.9462678106725746
2023-06-08,349.976,482.5304,37397795.31,182746373.43,2594562.15,0.8914037339849143,582.4676285714287,384.42,378.76,414.75,419.49,423.19,418.01,460.44,372.8357,274.611,101274403.8,19636.115,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,155488795.8717,1.5353217598670277,0.20087098246336269,11.584300000000042,-0.03667418149976798,0.3440485768227562,5.9243000000000166,-0.030473992463592753,0.08508824343161761,41.914300000000026,0.0,0.5147911511676573,46.654300000000035,0.0,0.46419980386010135,50.35430000000002,0.0,-0.29925144049196867,45.17430000000002,0.0,2.809854574210871,87.60430000000002,0.0,-0.9526522377160235
2023-06-09,330.4807,609.3766,43472045.46,168978365.87,1497153.94,0.8767248886612581,550.3688000000001,372.35,367.03,414.75,419.49,423.19,418.01,460.44,339.2345,274.611,97854139.62,20394.614,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,157419020.2262,1.608710891920466,-0.09444623137783578,33.1155,-0.031901432722330675,0.3220404912386734,27.795499999999947,-0.0314591705323673,0.12937798308360227,75.51549999999997,0.0,0.6643858579970174,80.25549999999998,0.0,0.6552761932584171,83.95549999999997,0.0,-0.00641886977480684,78.77549999999997,0.0,2.8098545742108674,121.20549999999997,0.0,-0.8061464974090139
2023-06-10,312.9856,550.2194,41466641.6,174030578.84,2674132.86,0.8724372289924103,539.4830857142857,361.94,355.74,414.75,419.49,423.19,418.01,460.44,320.32599999999996,274.611,99028166.33,19935.464000000004,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,160987064.269,1.6256694457264722,-0.057352381431147764,41.61400000000003,-0.028355819924599537,0.3117197594897784,35.414000000000044,-0.03124346163560061,0.024514543777713355,94.42400000000004,0.0,0.3071648335318799,99.16400000000004,0.0,0.04555036988127957,102.86400000000003,0.0,-0.02475335434278251,97.68400000000003,0.0,2.809854574210867,140.11400000000003,0.0,-0.7604704211476612
2023-06-11,292.9969,450.0456,38594982.11,168768053.3,2631987.13,0.8682017237691645,538.4080857142857,361.94,355.74,414.75,419.49,423.19,418.01,460.44,295.005,274.611,94558825.39,17744.517,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,164046426.6397,1.734861087403573,-0.08234692187143197,66.935,0.0,0.295060981726891,60.735000000000014,0.0,0.019482919475518636,119.745,0.0,0.3684464176980437,124.48500000000001,0.0,0.014432172592523126,128.185,0.0,0.06151615918239043,123.005,0.0,2.809854574210866,165.435,0.0,-0.7147364213695594
2023-06-12,283.1245,563.5642,34163065.07,150138216.02,2836481.89,0.8538443582022759,560.6879428571428,361.94,355.74,414.75,419.49,423.19,418.01,460.44,283.27290000000005,274.611,81786681.88,14094.297,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,162989761.5991,1.9928643374754307,-0.04058156140054673,78.66709999999995,0.0,0.27734748391923725,72.46709999999996,0.0,0.016629825451141538,131.47709999999995,0.0,0.4031950616921075,136.21709999999996,0.0,0.058636130912007034,139.91709999999995,0.0,0.11043376883325993,134.73709999999994,0.0,2.8098545742108656,177.16709999999995,0.0,-0.6888037615283127
2023-06-13,296.0077,395.0784,34685418.33,158278877.49,3058247.24,0.8389343759368088,523.4952285714286,361.94,355.74,414.75,419.49,423.19,418.01,460.44,295.96860000000004,274.611,85973002.49,13756.269,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,162680138.6563,1.8922235346523142,0.04384262366780331,65.97139999999996,0.0,0.27745742732352374,59.77139999999997,0.0,0.016023484105074846,118.78139999999996,0.0,0.4105798654852294,123.52139999999997,0.0,0.06803038408414487,127.22139999999996,0.0,0.1208297701667768,122.04139999999995,0.0,2.8098545742108656,164.47139999999996,0.0,-0.6832925362616782
2023-06-14,333.7345,342.7418,31703676.49,185871493.25,3530644.12,0.8389343759368086,484.7937714285714,351.9,345.83,414.75,419.49,423.19,418.01,460.44,331.639,274.611,101792320.63,19204.613,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,154450534.7014,1.517310281811973,0.11379366030967382,20.260999999999967,-0.028131407904515675,0.23149212902761857,14.190999999999974,-0.02825280211125581,-0.03493735023115548,83.11099999999999,0.0,0.3453269391198025,87.851,0.0,-0.014978254692505898,91.55099999999999,0.0,0.028969576109530194,86.37099999999998,0.0,2.8098545742108665,128.801,0.0,-0.7319903197887019
2023-06-15,359.3204,395.5984,34705090.35,187690324.08,2346932.55,0.8298566693336471,472.3749142857143,344.84,388.5,414.75,419.49,423.19,418.01,467.52,373.2032,274.611,101927630.27,19588.83,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,145712547.4099,1.4295686755781183,0.11807601550166023,-28.363200000000006,-0.02026650298581527,0.11284539077394327,15.296800000000019,0.11634584497162657,0.1693692178728685,41.54680000000002,0.0,0.32761377679490167,46.28680000000003,0.0,-0.03751127466444856,49.98680000000002,0.0,0.00403376680312934,44.80680000000001,0.0,2.8098545742108665,94.3168,0.01525957451547334,-0.4991901899094815
2023-06-16,365.3837,464.3956,36201466.99,184203121.71,2749347.74,0.8427556440449079,451.6633428571428,341.73,374.07,414.75,419.49,423.19,418.01,467.52,377.8523,274.611,100497225.95,18721.657000000003,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,149700668.5356,1.489600007567174,0.012380335092474362,-36.122299999999996,-0.009059589761793791,0.050247706747891176,-3.7823000000000206,-0.03785022413109764,0.15023479542236676,36.897699999999986,0.0,0.34321336563870003,41.637699999999995,0.0,-0.01766694418726089,45.337699999999984,0.0,0.025994180507484095,40.15769999999998,0.0,2.8098545742108665,89.66769999999997,0.0,-0.4858972480712891
2023-06-17,413.4421,508.9316,39165102.97,177349584.9,2348513.63,0.8427727850807936,445.7650857142857,340.36,359.65,414.75,419.49,423.19,418.01,467.52,427.539,274.611,100586326.51,20248.443,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,150982890.6716,1.5010279817365606,0.12354213376617104,-87.17899999999997,-0.004017070598573765,-0.02927063342710578,-67.88900000000001,-0.039311609363239346,0.08190537144526129,-12.788999999999987,0.0,0.3175324860515591,-8.048999999999978,0.0,-0.05033574504957898,-4.3489999999999895,0.0,-0.010158230025408787,-9.528999999999996,0.0,2.8098545742108665,39.980999999999995,0.0,-0.5077808016779728
2023-06-18,442.9978,473.5626,39272366.85,157723734.35,2506564.75,0.8427727850807936,449.1246571428572,340.36,359.65,414.75,419.49,423.19,418.01,467.52,444.7459,274.611,92522938.79,18027.097,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,148989049.6958,1.6102930975199734,0.03945759555531968,-104.38589999999999,0.0,-0.029792161983127258,-85.09590000000003,0.0,0.08280606510465433,-29.995900000000006,0.0,0.29210204070687723,-25.255899999999997,0.0,-6.565338533864378,-21.55590000000001,0.0,-3.4576843133270194,-26.735900000000015,0.0,2.809854574210867,22.774099999999976,0.0,-0.5294509517230221
2023-06-19,502.9005,440.3424,44902396.28,133243146.73,3305698.51,0.8430710860684026,431.52154285714283,340.36,359.65,414.75,419.49,423.19,418.01,467.52,478.5736,274.611,79911186.91,12814.740000000002,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,152722582.7934,1.9111539785462561,0.07330690522565533,-138.21359999999999,0.0,-0.03229385955643215,-118.92360000000002,0.0,0.08715541603938486,-63.8236,0.0,,-59.08359999999999,0.0,-6.789582207776444,-55.3836,0.0,-3.7151737797839335,-60.56360000000001,0.0,2.8098545742108674,-11.053600000000017,0.0,-0.5595475142804538
2023-06-20,574.5981,362.1998,51907531.27,136722005.24,3936613.13,0.8280543065523802,426.8246,340.36,359.65,414.75,419.49,423.19,418.01,467.52,570.0110999999999,274.611,84840581.22,13725.822,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,150444607.8955,1.7732623437053348,0.17484582125625853,-229.65109999999993,0.0,-0.0008356735741946999,-210.36109999999996,0.0,0.09720542932420614,-155.26109999999994,0.0,,-150.52109999999993,0.0,-7.307740419351763,-146.82109999999994,0.0,-4.310152800200429,-152.00109999999995,0.0,2.8098545742108687,-102.49109999999996,0.0,-0.6290914205020347
2023-06-21,613.7081,315.3708,51791431.34,165916588.34,3363427.74,0.8280838209476721,422.9144571428572,351.16,348.25,414.75,419.49,423.19,418.01,467.52,653.4958,274.611,102899817.07,18732.213,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,149654195.6815,1.4543679468321526,0.1366802717885222,-302.3358,0.031238079076651337,0.0979688009543527,-305.24580000000003,-0.0322107236534501,0.05019428929830706,-238.74580000000003,0.0,,-234.00580000000002,0.0,-7.8572359774150495,-230.30580000000003,0.0,-4.941115161803737,-235.48580000000004,0.0,2.80985457421087,-185.97580000000005,0.0,-0.70284122645985
2023-06-22,748.6762,358.5772,50255195.53,174733012.72,3258348.74,0.8176404808472615,417.62571428571425,360.08,336.86,414.75,419.49,423.19,418.01,467.52,781.0829,274.611,104642187.99,20610.764,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,151806714.502,1.4507219068900512,0.17834518406159203,-421.0029,0.025084268926669075,0.18306738203962905,-444.2229,-0.03325319888967511,-0.014296605042717441,-366.3329,0.0,,-361.5929,0.0,-8.248764425642916,-357.8929,0.0,-5.3906906146052735,-363.0729,0.0,2.8098545742108714,-313.5629,0.0,-0.7553896896094726
2023-06-23,754.1758,364.6708,61689187.25,163530673.57,2888339.55,0.8176404808472615,403.3793142857143,372.5,328.4,414.75,419.49,423.19,418.01,467.52,781.4753000000001,274.611,103756898.67,20070.13,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,155471615.6992,1.4984219622222832,0.0005022533026274886,-408.97530000000006,0.03391080883493704,0.18046068713299232,-453.0753000000001,-0.025435036191966888,-0.015823386371963292,-366.72530000000006,0.0,,-361.98530000000005,0.0,-8.227700499452425,-358.28530000000006,0.0,-5.366503804687039,-363.46530000000007,0.0,2.809854574210871,-313.9553000000001,0.0,-0.752562623136481
2023-06-24,852.5201,392.6892,59625200.3,162486492.89,2924645.41,0.832119204576393,386.7732571428572,390.53,322.36,414.75,419.49,423.19,418.01,467.52,871.2630000000001,274.611,102919658.79,19804.847,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,147267495.8172,1.4308976297491278,0.10876033957786438,-480.7330000000002,0.047267753093136085,0.28933541913195543,-548.9030000000001,-0.018563444121962418,-0.015136588390668329,-456.51300000000015,0.0,,-451.77300000000014,0.0,-8.630170244431142,-448.07300000000015,0.0,-11.167849181396619,-453.25300000000016,0.0,7.96297557249124,-403.74300000000017,0.0,-0.8065795576876665
2023-06-25,896.4901,435.796,64336673.38,142699178.7,2723377.37,0.8522737293114991,381.3780285714285,390.53,322.36,414.75,419.49,423.19,418.01,467.52,912.5698,274.611,95014274.1,17910.148,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,152174025.3968,1.6015912013035105,0.0463206926280768,-522.0398,0.0,0.31068032164238807,-590.2098,0.0,-0.0060402352207033,-497.8198,0.0,,-493.0798,0.0,-8.77930175370318,-489.3798,0.0,-11.360832420031905,-494.5598,0.0,8.100577790267687,-445.0498,0.0,-0.8265950422709695
2023-06-26,742.7096,503.9772,57305793.8,125904437.13,2299780.66,0.8522737293114993,390.46871428571427,390.53,322.36,414.75,419.49,423.19,418.01,467.52,640.5274999999999,274.611,81113248.36,13937.445000000002,570058.623,586315.1089999999,603307.992,613207.9130000001,609414.174,587372.811,155596812.5795,1.9182663217841323,-0.35397252005991076,-249.99749999999995,0.0,0.29523180145749517,-318.1674999999999,0.0,-0.021049725553311492,-225.77749999999992,0.0,,-221.0374999999999,0.0,-7.877417080175646,-217.33749999999992,0.0,-10.193750922483463,-222.51749999999993,0.0,7.268417424817399,-173.00749999999994,0.0,-0.7055498059756782
