Fecha,Precio_Ponderado_COP/kWh,AportesHidricos_GWh,Generacion_Termica_kWh,Generacion_Hidraulica_kWh,Generacion_Solar_kWh,Tipo_noticia,AportesHidricos_GWh_MA7,NTB_Vencimiento_00Meses,NTB_Vencimiento_01Meses,NTB_Vencimiento_02Meses,NTB_Vencimiento_03Meses,NTB_Vencimiento_04Meses,NTB_Vencimiento_05Meses,NTB_Vencimiento_06Meses,Precio_COP/kWh_17-23,Precio_Bilateral_COP/kWh_17-23,Demanda_kWh_17-23,Demanda_kWh_17-23_Comprador,Demanda_Comprador_17-23_01Meses_Adelante,Demanda_Comprador_17-23_02Meses_Adelante,Demanda_Comprador_17-23_03Meses_Adelante,Demanda_Comprador_17-23_04Meses_Adelante,Demanda_Comprador_17-23_05Meses_Adelante,Demanda_Comprador_17-23_06Meses_Adelante,Disponibilidad_kWh_17-23,Ratio_Cobertura_17-23,Retorno_Precio_17-23,Base_NTB_Vencimiento_00Meses,Retorno_NTB_Vencimiento_00Meses,Beta_MA30_NTB_Vencimiento_00Meses,Base_NTB_Vencimiento_01Meses,Retorno_NTB_Vencimiento_01Meses,Beta_MA30_NTB_Vencimiento_01Meses,Base_NTB_Vencimiento_02Meses,Retorno_NTB_Vencimiento_02Meses,Beta_MA30_NTB_Vencimiento_02Meses,Base_NTB_Vencimiento_03Meses,Retorno_NTB_Vencimiento_03Meses,Beta_MA30_NTB_Vencimiento_03Meses,Base_NTB_Vencimiento_04Meses,Retorno_NTB_Vencimiento_04Meses,Beta_MA30_NTB_Vencimiento_04Meses,Base_NTB_Vencimiento_05Meses,Retorno_NTB_Vencimiento_05Meses,Beta_MA30_NTB_Vencimiento_05Meses,Base_NTB_Vencimiento_06Meses,Retorno_NTB_Vencimiento_06Meses,Beta_MA30_NTB_Vencimiento_06Meses
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,196.0417,213.389,38209079.95,119726013.03,1324959.14,0.977190469887651,213.389,312.17,318.0,291.5,254.4,255.08,254.4,254.4,213.85135714285713,240.3114285714286,52494680.65,6953.136,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,107035562.4588,2.038979209578257,,98.31864285714289,,,104.14864285714287,,,77.64864285714287,,,40.54864285714288,,,41.22864285714289,,,40.54864285714288,,,40.54864285714288,,
2022-01-03,198.9087,216.1326,40743104.55,125160173.39,1364370.37,0.977190469887651,214.76080000000002,312.17,318.0,291.5,254.4,255.08,254.4,254.4,248.8594571428571,240.3114285714286,56497273.81,8215.055,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,107967266.7564,1.9110172841169875,0.15160712707933185,63.310542857142906,0.0,,69.14054285714289,0.0,,42.64054285714289,0.0,,5.540542857142896,0.0,,6.2205428571429024,0.0,,5.540542857142896,0.0,,5.540542857142896,0.0,
2022-01-04,206.4392,202.5926,45120081.28,146881478.98,1310334.27,0.977190469887651,210.70473333333334,312.17,318.0,291.5,254.4,255.08,254.4,254.4,222.59407142857145,240.3114285714286,62110423.01,9695.601,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,107497998.8216,1.7307561857096425,-0.11153850277751673,89.57592857142856,0.0,,95.40592857142855,0.0,,68.90592857142855,0.0,,31.805928571428552,0.0,,32.48592857142856,0.0,,31.805928571428552,0.0,,31.805928571428552,0.0,
2022-01-05,164.5894,192.1692,34644912.16,164190684.85,1368621.77,0.977190469887651,206.07085,299.68,307.12,291.5,254.4,255.08,254.4,254.4,191.40794285714287,240.3114285714286,62853162.63,10487.076,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,107135000.295,1.7045283930368866,-0.1509428283029854,108.27205714285714,-0.04083267251983881,,115.71205714285713,-0.03481283208763451,,100.09205714285713,0.0,,62.992057142857135,0.0,,63.67205714285714,0.0,,62.992057142857135,0.0,,62.992057142857135,0.0,
2022-01-06,176.2716,183.0946,30259227.35,169785451.29,1373725.95,0.8535830339442734,201.47560000000001,287.21,296.22,282.55,254.4,255.08,254.4,254.4,201.9742571428571,240.3114285714286,63766294.99,10569.331,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,109503700.3279,1.7172661567536998,0.05373327250424701,85.23574285714287,-0.04250158318637049,,94.24574285714291,-0.03613612919371568,,80.5757428571429,-0.03118447971469475,,52.42574285714289,0.0,,53.1057428571429,0.0,,52.42574285714289,0.0,,52.42574285714289,0.0,
2022-01-07,192.5089,209.8716,30694720.13,170473582.75,1261827.19,0.8741842732681698,202.87493333333336,276.47,288.19,276.48,265.0,254.4,254.4,254.4,196.0689285714286,240.3114285714286,63601302.68,10721.518,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,109415428.624,1.7203331380570395,-0.029673975601495074,80.40107142857144,-0.03811133952931188,,92.12107142857141,-0.027482436661699996,,80.41107142857143,-0.021717040460161544,,68.93107142857141,0.0408219945202552,,58.33107142857142,-0.0026693899811038517,,58.33107142857142,0.0,,58.33107142857142,0.0,
2022-01-08,198.512,243.4076,30647433.29,170950134.35,1242795.53,0.88889944421381,208.6653142857143,265.38,278.48,268.74,269.4,255.36,254.4,254.4,202.3016,240.3114285714286,63659170.42,10395.299,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,109047131.33,1.7129838577937282,0.03129337939668346,63.07839999999999,-0.04093955487180565,,76.17840000000001,-0.03427374133394306,,66.4384,-0.028394116168427165,,67.09839999999997,0.016467437990041352,,53.058400000000006,0.0037664827954768648,,52.0984,0.0,,52.0984,0.0,
2022-01-09,203.8959,187.1878,28323475.44,166868067.22,1347883.84,0.89993582242304,204.9222857142857,265.38,278.48,268.74,269.4,255.36,254.4,254.4,206.0516714285714,240.3114285714286,61538225.2,9746.865,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,108418339.7518,1.7618047871780351,0.018367316325586323,59.328328571428585,0.0,,72.42832857142861,0.0,,62.6883285714286,0.0,,63.34832857142857,0.0,,49.3083285714286,0.0,,48.348328571428596,0.0,,48.348328571428596,0.0,
2022-01-10,199.5924,180.3552,24196135.66,154416893.26,1361124.09,0.9085196721413301,199.81122857142856,265.38,278.48,268.74,269.4,255.36,254.4,254.4,204.3134142857143,240.3114285714286,57274198.34,8505.626,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,106008076.6216,1.8508871305766406,-0.008471810101837498,61.06658571428571,0.0,,74.16658571428573,0.0,,64.42658571428572,0.0,,65.08658571428569,0.0,,51.046585714285726,0.0,,50.08658571428572,0.0,,50.08658571428572,0.0,
2022-01-11,203.0664,171.5968,23813963.05,156398960.27,1236504.65,0.9153867519159622,195.38325714285716,265.38,278.48,268.74,269.4,255.36,254.4,254.4,202.9330857142857,240.3114285714286,58564369.73,9161.092,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,105598014.7538,1.8031102399059322,-0.006778861732507979,62.446914285714286,0.0,,75.54691428571431,0.0,,65.8069142857143,0.0,,66.46691428571427,0.0,,52.426914285714304,0.0,,51.466914285714296,0.0,,51.466914285714296,0.0,
2022-01-12,248.6578,169.8156,33608220.25,165430245.77,1077291.95,0.9038418930381937,192.1898857142857,254.76,270.13,266.05,269.4,255.36,254.4,254.4,270.6979142857143,240.3114285714286,62964401.97,10484.429,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,102973886.7236,1.635430235209141,0.28812719401885845,-15.937914285714328,-0.04084083560512541,,-0.5679142857143233,-0.030442918898342834,,-4.647914285714307,-0.010060108404885372,,-1.2979142857143415,0.0,,-15.337914285714305,0.0,,-16.297914285714313,0.0,,-16.297914285714313,0.0,
2022-01-13,243.673,166.6176,45039035.22,158910750.8,1316632.16,0.8756962770855168,189.83602857142859,246.07,267.62,263.84,270.0,249.59,254.4,254.4,248.06212857142856,240.3114285714286,64250799.74,10773.887,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,103589710.3086,1.6122711425817342,-0.08732425847483509,-1.992128571428566,-0.034705877202756225,,19.557871428571445,-0.009335260727997938,,15.777871428571416,-0.008341402231089663,,21.93787142857144,0.00222469502211133,,1.5278714285714443,-0.02285474267132308,,6.337871428571447,0.0,,6.337871428571447,0.0,
2022-01-14,239.495,182.1894,48417755.66,161080917.79,1085913.11,0.8518807558947903,185.88142857142856,244.96,266.47,262.92,270.0,249.59,254.4,254.4,240.5639,240.3114285714286,64195211.51,10604.722,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,104939489.1824,1.6346934095863688,-0.030693482503201627,4.396100000000018,-0.00452111639103506,,25.906100000000038,-0.004306396963934368,,22.356100000000026,-0.0034930554159131842,,29.43610000000001,0.0,,9.026100000000014,0.0,,13.836100000000016,0.0,,13.836100000000016,0.0,
2022-01-15,254.0661,269.117,51240793.21,156143553.89,1123595.9,0.8314674520170245,189.55419999999998,243.86,265.32,262.0,270.0,249.59,254.4,254.4,260.3135,240.3114285714286,64382346.37,11253.233,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,104938307.2952,1.629923623661186,0.07890092316994039,-16.453499999999963,-0.004500641777254891,,5.006500000000017,-0.004325022255553194,,1.6865000000000236,-0.003505299634278667,,9.686500000000024,0.0,,-10.723499999999973,0.0,,-5.913499999999971,0.0,,-5.913499999999971,0.0,
2022-01-16,256.6133,182.3406,51267972.68,145133685.04,1131860.04,0.8411823198750664,188.86174285714287,243.86,265.32,262.0,270.0,249.59,254.4,254.4,259.3403,240.3114285714286,61723473.39,10436.157,293623.275,317347.514,312529.022,317285.447,299338.175,311728.896,104352005.9578,1.690637292856989,-0.0037455749877265496,-15.4803,0.0,,5.97969999999998,0.0,,2.6596999999999866,0.0,,10.659699999999987,0.0,,-9.75030000000001,0.0,,-4.940300000000008,0.0,,-4.940300000000008,0.0,
