Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_DDPG_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
193349426.40000045,1207815909.4542017,1014466483.0542012,-34992855.107272096,5626896.239739754,40619751.34701185,1,97577999.99999997,0.06867508546092652
