Fecha,reward,pnl_step,pnl_acumulado,margen_inicial,capital_actual,margin_balance_total,sobre_cobertura_kwh,spot_price,future_price_t1,future_price_t2,future_price_t3,future_price_t4,future_price_t5,future_price_t6,covered_kwh_total,action_cont_1,action_cont_2,action_cont_3,action_cont_4,action_cont_5,action_cont_6,action_disc_raw_1,action_disc_raw_2,action_disc_raw_3,action_disc_raw_4,action_disc_raw_5,action_disc_raw_6,action_disc_exec_1,action_disc_exec_2,action_disc_exec_3,action_disc_exec_4,action_disc_exec_5,action_disc_exec_6,nem_slot_1,nem_slot_2,nem_slot_3,nem_slot_4,nem_slot_5,nem_slot_6,margin_calls_cost,transaction_costs,liquidacion_mtm,liquidacion_vencimiento,demanda_cubrir_kwh_1,demanda_cubrir_kwh_2,demanda_cubrir_kwh_3,demanda_cubrir_kwh_4,demanda_cubrir_kwh_5,demanda_cubrir_kwh_6,contratos_netos_1,contratos_netos_2,contratos_netos_3,contratos_netos_4,contratos_netos_5,contratos_netos_6,terminated,truncated,spot_cost,strategy_cost_daily
2025-10-27,-4.029475957472299,-47412000.00000004,-45910800.00000001,4952678514.8,4666765226.0,285913288.79999995,0.0,106.63914166666666,190.0,280.0,354.16,386.96,387.28,367.64,4320000.0,0.9997389316558838,-0.4506922662258148,0.9851212501525879,-0.022761935368180275,0.972546398639679,-0.19533681869506836,1,-1,1,0,1,0,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,50400000.0,0.0,-47412000.00000004,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0,7020667.657702967,54432667.657703005
2025-10-28,-2.239314138326499,-4193999.9999999716,-50104799.99999998,4948484514.8,4666765226.0,281719288.8,0.0,169.49115833333337,190.0,280.0,352.64,385.45,385.92,366.46,4320000.0,0.999439001083374,-0.5735947489738464,0.981717050075531,-0.03313376381993294,0.9813873767852783,0.004686842672526836,1,-1,1,0,1,0,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-4193999.9999999716,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0,12060405.913012594,16254405.913012566
2025-10-29,-2.1875836683307215,-4215600.0000000335,-54320400.000000015,4945474248.8,4758703433.6,186770815.2,0.0,117.53246666666666,190.0,270.0,351.12,383.95,384.53,365.29,3240000.0,0.9990564584732056,-0.6873584389686584,0.9304949045181274,-0.8694073557853699,0.8173412084579468,-0.43337899446487427,1,-1,1,-1,1,0,0,0,0,-1,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,414666.0,-4215600.0000000335,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,-3,0,0,0,0,8433945.3995598,13064211.399559833
2025-10-30,-2.062870540981848,-2379599.9999999637,-56699999.99999998,4943094648.8,4758703433.6,184391215.20000002,0.0,113.41794166666666,185.0,265.0,349.61,390.0,390.0,364.12,3240000.0,0.9853106141090393,-0.6532689332962036,0.9500598907470703,-0.4167154133319855,0.9235543012619019,0.2758263647556305,1,-1,1,0,1,0,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-2379599.9999999637,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0,7945219.999129209,10324819.999129172
2025-10-31,-2.1540082095258577,-2620799.9999999898,-59320799.99999997,4940473848.8,4758703433.6,181770415.20000002,0.0,107.80095833333333,185.0,265.0,348.07,388.44,388.6,362.95,3240000.0,0.9897153377532959,-0.5027763247489929,0.9436558485031128,-0.9460883140563965,0.6407615542411804,0.27123206853866577,1,-1,1,-1,1,0,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-2620799.9999999898,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0,7667672.0621822085,10288472.0621822
2025-11-04,-3.4328299272542857,-16761600.000000041,-76082400.00000001,4923355661.6,4530491837.6,392863824.0,909765.5589999999,177.85281666666666,265.0,346.71,387.04,387.32,361.86,307.34,6120000.0,0.9652536511421204,-0.3148423135280609,0.9723289608955383,-0.991378664970398,0.8481589555740356,0.14258292317390442,1,0,1,-1,1,0,1,0,1,-1,1,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,21600000.0,1738987.2000000002,-16761600.000000041,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,4,0,3,-3,4,0,0,0,11908134.984211033,30408722.18421107
2025-11-05,-0.9857656271343376,133927199.99999997,57844799.999999955,5012860301.6,4671775392.8,341084908.8,0.0,193.122,265.0,408.0,408.0,408.0,408.0,408.0,5400000.0,0.10178827494382858,-0.9013603329658508,0.5928245782852173,-0.992059051990509,0.2802692949771881,0.42728883028030396,0,-1,1,-1,0,0,0,-1,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,293760.0,133927199.99999997,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,-2,0,0,0,0,0,0,14641800.896016004,-118991639.10398397
2025-11-06,-3.2364387323215027,20880000.0,78724799.99999996,5033299661.6,4626118752.8,407180908.8,234691.0503292922,185.79755,265.0,408.0,408.0,408.0,408.0,408.0,6480000.0,-0.211294487118721,-0.8097662925720215,0.7464058995246887,-0.9386706948280334,0.8632338643074036,0.8495479822158813,0,-1,1,-1,1,1,0,0,0,0,0,1,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,440640.0,20880000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,3,0,0,14329356.232639702,-6110003.767360298
2025-11-07,-2.7520883767131314,-10800000.0,67924799.99999996,5000496461.6,4682609952.8,317886508.8,234691.0503292922,225.93448333333333,280.0,408.0,408.0,408.0,408.0,408.0,5040000.0,-0.5142446756362915,-0.9443507194519043,0.1957225352525711,-0.5047311186790466,0.27359336614608765,0.8872466683387756,-1,-1,0,-1,0,1,-1,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,32400000.0,403200.0,-10800000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,-4,0,0,0,0,0,0,0,17341303.712535452,28544503.712535452
2025-11-10,-1.803383305343532,3600000.0,71524799.99999996,5004096461.6,4686209952.8,317886508.8,234691.0503292922,254.8426333333333,280.0,408.0,408.0,408.0,408.0,408.0,5040000.0,-0.6847065687179565,-0.7849147915840149,0.8929808139801025,-0.884803831577301,0.16174709796905518,0.9646531939506531,-1,-1,1,-1,0,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,3600000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,17628398.436232567,14028398.436232567
2025-11-11,0.017042664656468393,69120000.0,140644799.99999994,5073216461.6,4755329952.8,317886508.8,234691.0503292922,346.8536833333333,280.0,408.0,408.0,408.0,408.0,408.0,5040000.0,-0.03550245985388756,-0.8788970708847046,0.898164689540863,-0.7656841278076172,0.28118816018104553,0.920691967010498,0,-1,1,-1,0,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,69120000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,26544706.83584107,-42575293.164158925
2025-11-12,-0.9914058353435314,9360000.0,150004799.99999994,5082576461.6,4764689952.8,317886508.8,234691.0503292922,321.12385,280.0,408.0,408.0,408.0,408.0,408.0,5040000.0,0.05773705989122391,-0.7963693737983704,0.6172789335250854,-0.890572726726532,0.3837285041809082,0.9126616716384888,0,-1,1,-1,0,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,9360000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,25296558.57927725,15936558.57927725
2025-11-13,-1.3919689537262183,-2307600.0000000093,147697199.99999994,5080268861.6,4765409952.8,314858908.8,234691.0503292922,298.32405,280.0,406.98,407.39,407.06,407.06,407.06,5040000.0,-0.7017231583595276,-0.8684597611427307,0.7592330574989319,-0.926922082901001,0.28346875309944153,0.8272826671600342,-1,-1,1,-1,0,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,-2307600.0000000093,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,24147302.050663803,26454902.050663814
2025-11-14,-1.5578838638663046,-2350799.999999908,145346400.00000003,5077313261.6,4623771552.8,453541708.8000001,1864456.609329292,300.1530833333333,280.0,406.04,406.86,406.16,406.16,406.16,7200000.0,0.5275256633758545,-0.7647494077682495,0.7034830451011658,-0.9617642760276794,-0.04743054881691933,0.6944818496704102,1,-1,1,-1,0,1,1,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,604800.0,-2350799.999999908,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,6,0,0,0,0,0,0,0,24108525.570595168,27064125.570595074
2025-11-18,-2.801453353198637,-24825600.000000056,120520799.99999997,5051515294.400001,4742599985.6,308915308.8,234691.0503292922,231.86389166666663,280.17,405.02,406.21,405.23,405.19,405.23,5040000.0,-0.5893529653549194,-0.7857441902160645,0.4646276831626892,-0.9133279323577881,-0.27941325306892395,0.5401196479797363,-1,-1,1,-1,0,1,-1,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,22089600.0,605167.2000000001,-24825600.000000056,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,-6,0,0,0,0,0,0,0,15337297.926382916,40768065.12638298
2025-11-19,-0.8456101459484189,3909600.000000025,124430400.0,5057258756.000001,4981442756.000001,75816000.0,0.0,341.37328333333335,285.05,403.93,405.48,404.22,404.18,404.26,1440000.0,-0.9985976815223694,-0.9696932435035706,-0.839099645614624,-0.9769260883331299,-0.9120367765426636,-0.7147313952445984,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,1456538.4000000001,3909600.000000025,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,-3,0,-4,-3,0,0,23638979.825090718,21185918.22509069
2025-11-20,-0.7433324468133704,-187199.99999999345,124243200.0,5057071556.000001,4981442756.000001,75628800.0,0.0,229.178725,265.0,402.76,404.71,403.17,403.13,403.25,1440000.0,-0.9348729848861694,-0.7468348145484924,-0.8506394028663635,-0.9894383549690247,-0.8863674998283386,-0.624765932559967,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,-187199.99999999345,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,16587599.742582625,16774799.742582617
2025-11-21,-0.6094034159435122,28799.999999973807,124271999.99999997,5057100356.000001,4981442756.000001,75657599.99999997,0.0,278.71406666666667,270.0,401.59,403.94,402.12,402.08,402.24,1440000.0,-0.9217953085899353,-0.9342877864837646,-0.8688997626304626,-0.9924250841140747,-0.7799692153930664,-0.7878081798553467,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,28799.999999973807,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,19891653.758561537,19862853.758561563
2025-11-24,-0.12303838236718484,46958400.00000002,171230400.0,5104058756.000001,5028242756.000001,75816000.0,0.0,253.04098333333337,287.5,400.51,403.25,401.11,401.07,401.27,1440000.0,-0.9768272638320923,-0.9797724485397339,-0.9935118556022644,-0.9922940731048584,-0.798253059387207,-0.9627721309661865,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,46958400.00000002,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,16702309.432875318,-30256090.567124702
2025-11-25,-2.1403257162990523,-54000000.0,117230400.0,5050058756.000001,4974242756.000001,75816000.0,0.0,195.42016666666663,265.0,399.35,402.44,400.07,400.03,400.27,1440000.0,-0.7475906610488892,-0.9901759624481201,-0.9963894486427307,-0.9998988509178162,-0.9966850280761719,-0.995453417301178,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,54000000.0,0.0,-54000000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,14694809.77174233,68694809.77174233
2025-11-26,-0.6696832721265238,-360000.0,116870400.0,5049698756.000001,4974242756.000001,75456000.0,0.0,247.22410833333333,262.5,398.19,401.64,399.03,398.99,399.27,1440000.0,-0.9966850876808167,-0.9972888231277466,-0.9998530149459839,-0.9992080330848694,-0.9990771412849426,-0.9993986487388611,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,-360000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,20403764.87737941,20763764.87737941
2025-11-27,-0.6225728143276357,0.0,116870400.0,5049698756.000001,4974242756.000001,75456000.0,0.0,251.51518333333337,255.0,420.0,400.84,397.99,397.95,398.27,1440000.0,-0.995965301990509,-0.9989532828330994,-0.9999668598175049,-0.9976488947868347,-0.9981920123100281,-0.999559760093689,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,19911304.62192997,19911304.62192997
2025-11-28,-0.6157947617244002,360000.0,117230400.0,5050058756.000001,4974242756.000001,75816000.0,0.0,261.8671,265.0,420.0,400.04,396.96,396.92,397.27,1440000.0,-0.9826111197471619,-0.999119222164154,-0.9999567866325378,-0.9854437708854675,-0.9984488487243652,-0.9993196725845337,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,360000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,21400848.8772364,21040848.8772364
2025-12-01,-2.2455612977075297,-112228476.01710165,5001923.9828983545,4937830279.9829,4937830279.9829,0.0,0.0,292.7493,420.0,399.52,396.13,396.05,396.44,385.22,0.0,-0.9888200163841248,-0.9968992471694946,-0.9999034404754639,-0.9621740579605103,-0.9906188249588013,-0.9995898604393005,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,-112228476.01710165,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,19356244.126812004,131584720.14391366
2025-12-02,-0.6516632868967877,0.0,5001923.9828983545,4937830279.9829,4937830279.9829,0.0,0.0,254.20151666666663,420.0,399.04,395.34,395.22,395.61,384.41,0.0,-0.9908537268638611,-0.985442578792572,-0.9996345639228821,-0.9273708462715149,-0.942635178565979,-0.9958634972572327,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,18715861.20222133,18715861.20222133
2025-12-03,-0.7215289468921728,0.0,5001923.9828983545,4937830279.9829,4937830279.9829,0.0,0.0,230.45415000000003,420.0,398.6,394.55,394.39,342.23,280.65,0.0,-0.9466034173965454,-0.8183003664016724,-0.9941591024398804,-0.5866952538490295,-0.9902135729789734,-0.9588002562522888,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,17407808.2149255,17407808.2149255
2025-12-04,-0.6014864708285839,0.0,5001923.9828983545,4937830279.9829,4937830279.9829,0.0,0.0,237.3106,420.0,398.08,393.72,393.52,341.58,280.17,0.0,-0.8369185924530029,-0.7339953780174255,-0.958716869354248,-0.18588252365589142,-0.8822436928749084,-0.84025639295578,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,17133701.4438668,17133701.4438668
2025-12-05,-0.5539808256273905,0.0,5001923.9828983545,4937830279.9829,4937830279.9829,0.0,0.0,188.3115,414.71,397.32,392.74,392.54,340.83,279.61,0.0,0.2702784836292267,-0.7705281972885132,-0.9133591651916504,-0.08999661356210709,-0.6522918343544006,-0.7575284838676453,0,-1,-1,0,-1,-1,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,14636471.6037735,14636471.6037735
2025-12-09,-0.5546440530878176,0.0,5001923.9828983545,4937830279.9829,4937830279.9829,0.0,0.0,219.91283333333337,408.07,396.25,391.56,391.4,339.94,280.65,0.0,0.01204671524465084,-0.8901499509811401,-0.9250384569168091,0.11120373010635376,-0.5437504649162292,-0.8682723045349121,0,-1,-1,0,-1,-1,0,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,0.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,0,0,0,0,0,0,0,0,14883447.220416002,14883447.220416002
2025-12-10,-0.9315015811034768,0.0,5001923.9828983545,4937380279.9829,4832080279.9829,105300000.0,0.0,202.30094999999997,250.0,250.0,250.0,390.26,339.06,280.65,1800000.0,0.4520278573036194,-0.8037835359573364,-0.674375057220459,0.3920694887638092,-0.22591440379619598,-0.5662401914596558,1,-1,-1,0,0,-1,1,0,0,0,0,0,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,0.0,450000.0,0.0,0.0,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,5,0,0,0,0,0,0,0,14500717.050090149,14950717.050090149
