trial,seed,train_reward_mean,train_pnl_mean,train_episode_time_mean,hp_json,score,Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_DDPG_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
14,24,-924.0487127851047,8659234032.36761,19.192857275099232,"{""reward"": {""w_pnl"": 0.5, ""w_coverage"": 1.0, ""w_transaction"": 0.3, ""w_opportunity"": 0.2, ""w_capital_stress"": 1.0, ""w_margin_call"": 0.6, ""w_carry"": 0.12, ""w_risk"": 0.05, ""w_overhedge"": 0.08}, ""lstm"": {""sequence_length"": 21, ""hidden_size"": 128, ""num_layers"": 2, ""dropout"": 0.1}, ""ddpg"": {""actor_lr"": 1e-05, ""critic_lr"": 5e-05, ""gamma"": 0.99, ""tau"": 0.005, ""batch_size"": 128, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.1, ""exploration_noise_min_std"": 0.05, ""exploration_noise_decay"": 0.9995}, ""general"": {""discretize_limit"": 0.4, ""total_episodes"": 200}}",-141581764.8000002,1180735.1999998093,1127601728.646347,1126420993.4463472,-54892145.86267733,60531778.266446054,5,571050000.0,0.0015521901123477723
9,19,-511.16692823521953,17991647530.25016,20.512202258500473,"{""reward"": {""w_pnl"": 0.5, ""w_coverage"": 0.75, ""w_transaction"": 0.1, ""w_opportunity"": 0.1, ""w_capital_stress"": 0.8, ""w_margin_call"": 0.3, ""w_carry"": 0.25, ""w_risk"": 0.12, ""w_overhedge"": 0.12}, ""lstm"": {""sequence_length"": 30, ""hidden_size"": 256, ""num_layers"": 1, ""dropout"": 0.1}, ""ddpg"": {""actor_lr"": 0.0001, ""critic_lr"": 0.0001, ""gamma"": 0.97, ""tau"": 0.005, ""batch_size"": 128, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.15, ""exploration_noise_min_std"": 0.05, ""exploration_noise_decay"": 0.9992}, ""general"": {""discretize_limit"": 0.5, ""total_episodes"": 200}}",-232580908.80000007,-225362908.80000007,1027795757.7572685,1253158666.5572686,-23461806.814579375,28544847.844516627,1,28872000.000000015,-0.13935311995464278
6,16,-96.07507953003356,16234607542.700184,20.362221862600563,"{""reward"": {""w_pnl"": 0.65, ""w_coverage"": 0.1, ""w_transaction"": 0.1, ""w_opportunity"": 0.2, ""w_capital_stress"": 1.0, ""w_margin_call"": 0.3, ""w_carry"": 0.05, ""w_risk"": 0.12, ""w_overhedge"": 0.08}, ""lstm"": {""sequence_length"": 30, ""hidden_size"": 128, ""num_layers"": 2, ""dropout"": 0.0}, ""ddpg"": {""actor_lr"": 0.0001, ""critic_lr"": 0.0001, ""gamma"": 0.97, ""tau"": 0.002, ""batch_size"": 128, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.15, ""exploration_noise_min_std"": 0.05, ""exploration_noise_decay"": 0.999}, ""general"": {""discretize_limit"": 0.35, ""total_episodes"": 150}}",-285825578.4,-214568078.39999998,1027795757.7572685,1242363836.1572685,-33195932.58484874,38278973.61478599,6,285029999.99999994,-0.08932600246676972
15,25,-325.6459999619176,17114506423.345215,15.545671516702715,"{""reward"": {""w_pnl"": 0.65, ""w_coverage"": 0.5, ""w_transaction"": 0.25, ""w_opportunity"": 0.2, ""w_capital_stress"": 0.4, ""w_margin_call"": 0.5, ""w_carry"": 0.0, ""w_risk"": 0.05, ""w_overhedge"": 0.08}, ""lstm"": {""sequence_length"": 14, ""hidden_size"": 64, ""num_layers"": 1, ""dropout"": 0.0}, ""ddpg"": {""actor_lr"": 0.0001, ""critic_lr"": 0.0003, ""gamma"": 0.99, ""tau"": 0.001, ""batch_size"": 256, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.15, ""exploration_noise_min_std"": 0.05, ""exploration_noise_decay"": 0.9992}, ""general"": {""discretize_limit"": 0.35, ""total_episodes"": 150}}",-292890405.5999994,-197602005.59999943,1207815909.4542017,1405417915.0542011,-37545520.17573237,43172416.41547212,5,381153600.0,-0.05576654865437905
2,12,-303.50658026008114,16608475368.873432,15.918955554199965,"{""reward"": {""w_pnl"": 0.65, ""w_coverage"": 0.35, ""w_transaction"": 0.3, ""w_opportunity"": 0.2, ""w_capital_stress"": 1.0, ""w_margin_call"": 0.1, ""w_carry"": 0.25, ""w_risk"": 0.08, ""w_overhedge"": 0.08}, ""lstm"": {""sequence_length"": 14, ""hidden_size"": 128, ""num_layers"": 1, ""dropout"": 0.1}, ""ddpg"": {""actor_lr"": 0.0001, ""critic_lr"": 0.0001, ""gamma"": 0.97, ""tau"": 0.005, ""batch_size"": 128, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.1, ""exploration_noise_min_std"": 0.01, ""exploration_noise_decay"": 0.9992}, ""general"": {""discretize_limit"": 0.45, ""total_episodes"": 100}}",-528589465.45484066,-364100965.45484066,1207815909.4542017,1571916874.9090424,-35043296.31543518,40670192.55517493,10,657954000.0,-0.11583540297462355
16,26,-742.9833599421152,15910777417.229364,18.508535633201245,"{""reward"": {""w_pnl"": 0.5, ""w_coverage"": 1.0, ""w_transaction"": 0.1, ""w_opportunity"": 0.1, ""w_capital_stress"": 1.0, ""w_margin_call"": 0.7, ""w_carry"": 0.12, ""w_risk"": 0.08, ""w_overhedge"": 0.0}, ""lstm"": {""sequence_length"": 14, ""hidden_size"": 64, ""num_layers"": 2, ""dropout"": 0.0}, ""ddpg"": {""actor_lr"": 0.0001, ""critic_lr"": 0.0003, ""gamma"": 0.99, ""tau"": 0.001, ""batch_size"": 256, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.1, ""exploration_noise_min_std"": 0.01, ""exploration_noise_decay"": 0.9992}, ""general"": {""discretize_limit"": 0.45, ""total_episodes"": 200}}",-828948823.7258086,-650385223.7258086,1207815909.4542017,1858201133.1800103,-50635361.12284027,56262257.36258002,7,714254400.0,-0.1543066232602182
8,18,-690.98965628259,11378813127.848774,18.927271937699334,"{""reward"": {""w_pnl"": 0.5, ""w_coverage"": 1.0, ""w_transaction"": 0.05, ""w_opportunity"": 0.1, ""w_capital_stress"": 0.8, ""w_margin_call"": 0.3, ""w_carry"": 0.05, ""w_risk"": 0.08, ""w_overhedge"": 0.0}, ""lstm"": {""sequence_length"": 14, ""hidden_size"": 256, ""num_layers"": 1, ""dropout"": 0.1}, ""ddpg"": {""actor_lr"": 1e-05, ""critic_lr"": 0.0003, ""gamma"": 0.99, ""tau"": 0.001, ""batch_size"": 256, ""buffer_capacity"": 400000, ""exploration_noise_std"": 0.1, ""exploration_noise_min_std"": 0.03, ""exploration_noise_decay"": 0.999}, ""general"": {""discretize_limit"": 0.35, ""total_episodes"": 200}}",-895434025.2171013,-572943325.2171013,1207815909.4542017,1780759234.671303,-63522862.79971593,69149759.03945568,16,1289962800.0,-0.10980739902282059
4,14,-245.70202558768133,14991313857.918497,16.26899864170027,"{""reward"": {""w_pnl"": 0.5, ""w_coverage"": 0.1, ""w_transaction"": 0.05, ""w_opportunity"": 0.2, ""w_capital_stress"": 0.6, ""w_margin_call"": 0.7, ""w_carry"": 0.05, ""w_risk"": 0.08, ""w_overhedge"": 0.12}, ""lstm"": {""sequence_length"": 21, ""hidden_size"": 128, ""num_layers"": 1, ""dropout"": 0.1}, ""ddpg"": {""actor_lr"": 1e-05, ""critic_lr"": 0.0003, ""gamma"": 0.97, ""tau"": 0.001, ""batch_size"": 256, ""buffer_capacity"": 400000, ""exploration_noise_std"": 0.15, ""exploration_noise_min_std"": 0.01, ""exploration_noise_decay"": 0.9995}, ""general"": {""discretize_limit"": 0.4, ""total_episodes"": 100}}",-994160743.2171016,-656725543.2171016,1127601728.646347,1784327271.8634486,-75297645.44839165,80937277.85216038,15,1349740800.0,-0.1185991016886091
18,28,57.864968790797754,18134876633.882473,16.441042999700585,"{""reward"": {""w_pnl"": 0.7, ""w_coverage"": 0.0, ""w_transaction"": 0.05, ""w_opportunity"": 0.2, ""w_capital_stress"": 0.4, ""w_margin_call"": 0.05, ""w_carry"": 0.25, ""w_risk"": 0.12, ""w_overhedge"": 0.08}, ""lstm"": {""sequence_length"": 14, ""hidden_size"": 256, ""num_layers"": 1, ""dropout"": 0.1}, ""ddpg"": {""actor_lr"": 3e-05, ""critic_lr"": 0.0003, ""gamma"": 0.99, ""tau"": 0.001, ""batch_size"": 128, ""buffer_capacity"": 200000, ""exploration_noise_std"": 0.1, ""exploration_noise_min_std"": 0.03, ""exploration_noise_decay"": 0.999}, ""general"": {""discretize_limit"": 0.4, ""total_episodes"": 100}}",-1085721573.2687144,-796435473.2687144,1207815909.4542017,2004251382.7229161,-39923936.65992511,45550832.899664864,16,1157144400.0,-0.22909302884200383
20,30,-689.1404789984574,12908549992.443434,34.96672550840158,"{""reward"": {""w_pnl"": 0.65, ""w_coverage"": 1.0, ""w_transaction"": 0.2, ""w_opportunity"": 0.2, ""w_capital_stress"": 0.6, ""w_margin_call"": 0.05, ""w_carry"": 0.12, ""w_risk"": 0.12, ""w_overhedge"": 0.12}, ""lstm"": {""sequence_length"": 30, ""hidden_size"": 256, ""num_layers"": 2, ""dropout"": 0.0}, ""ddpg"": {""actor_lr"": 1e-05, ""critic_lr"": 0.0001, ""gamma"": 0.99, ""tau"": 0.001, ""batch_size"": 128, ""buffer_capacity"": 400000, ""exploration_noise_std"": 0.1, ""exploration_noise_min_std"": 0.01, ""exploration_noise_decay"": 0.9992}, ""general"": {""discretize_limit"": 0.35, ""total_episodes"": 200}}",-1373118787.7087073,-1021383487.7087075,1027795757.7572685,2049179245.465976,-101953082.53707756,107036123.56701481,10,1406941200.0,-0.1664464306999211
