Fecha,reward,pnl_step,pnl_acumulado,margen_inicial,capital_actual,margin_balance_total,sobre_cobertura_kwh,spot_price,future_price_t1,future_price_t2,future_price_t3,future_price_t4,future_price_t5,future_price_t6,covered_kwh_total,action_cont_1,action_cont_2,action_cont_3,action_cont_4,action_cont_5,action_cont_6,action_disc_raw_1,action_disc_raw_2,action_disc_raw_3,action_disc_raw_4,action_disc_raw_5,action_disc_raw_6,action_disc_exec_1,action_disc_exec_2,action_disc_exec_3,action_disc_exec_4,action_disc_exec_5,action_disc_exec_6,nem_slot_1,nem_slot_2,nem_slot_3,nem_slot_4,nem_slot_5,nem_slot_6,margin_calls_cost,transaction_costs,liquidacion_mtm,liquidacion_vencimiento,demanda_cubrir_kwh_1,demanda_cubrir_kwh_2,demanda_cubrir_kwh_3,demanda_cubrir_kwh_4,demanda_cubrir_kwh_5,demanda_cubrir_kwh_6,contratos_netos_1,contratos_netos_2,contratos_netos_3,contratos_netos_4,contratos_netos_5,contratos_netos_6,terminated,truncated,spot_cost,strategy_cost_daily
2026-01-07,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,274.1542083333333,399.0,402.0,368.21,327.7,248.61,369.38,0.0,-0.33824002742767334,-0.40383797883987427,-0.9314870834350586,-0.9993191957473755,-0.9984447956085205,-0.9995924234390259,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,19352722.94402279,19352722.94402279
2026-01-08,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,194.06564166666664,395.81,401.08,367.4,327.08,248.21,368.68,0.0,-0.46713849902153015,-0.425491601228714,-0.7599525451660156,-0.9971286654472351,-0.9974518418312073,-0.9995263814926147,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,13939107.432631515,13939107.432631515
2026-01-09,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,196.36796666666663,392.13,400.08,366.55,326.39,247.79,367.94,0.0,-0.4504236578941345,-0.6900296807289124,-0.9761093854904175,-0.9961085319519043,-0.9990642666816711,-0.9981870055198669,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,14439810.230083698,14439810.230083698
2026-01-13,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,145.00768333333335,385.78,398.8,365.49,325.51,247.24,367.06,0.0,-0.5421863794326782,-0.41730523109436035,-0.9908772110939026,-0.980864942073822,-0.951402485370636,-0.9997289180755615,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,9453698.480813768,9453698.480813768
2026-01-14,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,137.46183333333332,379.22,393.66,362.02,323.13,245.93,365.11,0.0,-0.6813002228736877,-0.11197018623352051,-0.9954817891120911,-0.785179615020752,-0.8291130661964417,-0.999806821346283,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,9346496.868719334,9346496.868719334
2026-01-15,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,143.19950833333334,372.32,388.38,358.54,320.77,244.6,363.17,0.0,-0.9178938865661621,-0.038071949034929276,-0.9966438412666321,-0.6079059839248657,-0.8193272352218628,-0.9999363422393799,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,9938273.565551585,9938273.565551585
2026-01-16,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,117.61296666666664,300.0,383.02,355.06,318.4,243.28,361.25,0.0,-0.8345350027084351,-0.01865503378212452,-0.6125745177268982,-0.4840637445449829,-0.5440917611122131,-0.9995272159576416,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,8143108.402422165,8143108.402422165
2026-01-19,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,147.51685,285.0,377.66,351.58,316.01,241.97,359.34,0.0,-0.5843004584312439,-0.3106187582015991,-0.15597645938396454,-0.3360413908958435,-0.8635240197181702,-0.44269323348999023,-1,0,0,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,10642169.296194151,10642169.296194151
2026-01-20,-0.2,0.0,557693999.9999999,5362613801.599999,5362613801.599999,0.0,0.0,176.72193333333334,285.0,310.0,300.0,313.64,240.64,357.4,0.0,0.1259140968322754,-0.23759958148002625,-0.4756681025028229,0.09555210173130035,-0.4290243983268738,-0.3634973168373108,0,0,-1,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,13816409.511639068,13816409.511639068
2026-01-21,-0.2762428254863266,0.0,557693999.9999999,5361844287.2,5181777917.599999,180066369.60000002,0.0,181.46936666666667,297.5,300.0,300.0,311.26,239.32,355.47,2520000.0,0.40376681089401245,-0.3147520124912262,-0.5920716524124146,0.3880327343940735,-0.36291736364364624,-0.46786656975746155,1,0,-1,1,-1,-1,1,0,0,1,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,769514.4,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,3,0,0,4,0,0,0,0,14424366.083835566,15193880.483835567
2026-01-22,0.006479184675504901,84585600.00000001,642279599.9999999,5446429887.2,5266363517.599999,180066369.60000002,0.0,188.178,297.5,310.0,300.0,370.0,370.0,370.0,2520000.0,0.023976707831025124,0.19984357059001923,-0.8980814218521118,0.32486099004745483,-0.5490556359291077,-0.9999871253967285,0,0,-1,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,84585600.00000001,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,15321873.902364003,-69263726.09763601
2026-01-23,-0.16269201532449515,0.0,642279599.9999999,5446429887.2,5266363517.599999,180066369.60000002,0.0,202.59423333333336,297.5,307.5,300.0,370.0,370.0,370.0,2520000.0,-0.19908149540424347,0.30518293380737305,-0.3676014542579651,0.11414631456136703,-0.3333834707736969,-0.9249603152275085,0,0,-1,0,0,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,16152065.529260736,16152065.529260736
2026-01-26,-0.16269201532449515,0.0,642279599.9999999,5446429887.2,5266363517.599999,180066369.60000002,0.0,248.15596666666667,297.5,310.0,300.0,370.0,370.0,370.0,2520000.0,0.1599121391773224,-0.012107408605515957,-0.36221110820770264,-0.05153889209032059,-0.3730338513851166,-0.6377692818641663,0,0,-1,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,18671191.652228504,18671191.652228504
2026-01-27,-0.16269201532449515,0.0,642279599.9999999,5446429887.2,5266363517.599999,180066369.60000002,0.0,262.064375,297.5,307.5,300.0,370.0,370.0,370.0,2520000.0,-0.12883152067661285,0.3333519995212555,-0.41146227717399597,-0.015015281736850739,-0.3637092709541321,-0.9955968856811523,0,0,-1,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,20876820.15414875,20876820.15414875
2026-01-28,-0.17889201532449514,-8100000.0,634179599.9999999,5438329887.2,5266363517.599999,171966369.60000002,0.0,258.02823333333333,290.0,295.0,300.0,370.0,370.0,370.0,2520000.0,-0.2696298360824585,0.25785043835639954,-0.20862524211406708,-0.010828942991793156,-0.34353429079055786,-0.9958550333976746,0,0,0,0,0,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,-8100000.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,20630197.394927736,28730197.394927736
2026-01-29,-0.16917201532449516,-3240000.0,630939599.9999999,5435089887.2,5266363517.599999,168726369.60000002,0.0,246.27239166666664,287.0,295.0,300.0,370.0,370.0,370.0,2520000.0,-0.14612843096256256,0.05112545192241669,-0.07609359174966812,-0.0477667860686779,-0.38535621762275696,-0.6832156777381897,0,0,0,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,-3240000.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,19836117.900371604,23076117.900371604
2026-01-30,-0.17046801532449513,-3887999.9999999837,627051599.9999999,5431201887.2,5266363517.599999,164838369.60000002,0.0,206.1265,287.0,295.0,300.0,367.3,367.67,368.19,2520000.0,-0.1853661835193634,0.019877919927239418,-0.0703369751572609,-0.10122710466384888,-0.45411577820777893,-0.594636857509613,0,0,0,0,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,-3887999.9999999837,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,1,0,15997667.713633,19885667.713632986
