Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_DDPG_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
415908518.40000033,1207815909.4542017,791907391.0542014,-33971086.62137889,5626896.239739754,39597982.861118644,2,54540000.0,0.14064737476849018
