Fecha,reward,pnl_step,pnl_acumulado,margen_inicial,capital_actual,margin_balance_total,sobre_cobertura_kwh,spot_price,future_price_t1,future_price_t2,future_price_t3,future_price_t4,future_price_t5,future_price_t6,covered_kwh_total,action_cont_1,action_cont_2,action_cont_3,action_cont_4,action_cont_5,action_cont_6,action_disc_raw_1,action_disc_raw_2,action_disc_raw_3,action_disc_raw_4,action_disc_raw_5,action_disc_raw_6,action_disc_exec_1,action_disc_exec_2,action_disc_exec_3,action_disc_exec_4,action_disc_exec_5,action_disc_exec_6,nem_slot_1,nem_slot_2,nem_slot_3,nem_slot_4,nem_slot_5,nem_slot_6,margin_calls_cost,transaction_costs,liquidacion_mtm,liquidacion_vencimiento,demanda_cubrir_kwh_1,demanda_cubrir_kwh_2,demanda_cubrir_kwh_3,demanda_cubrir_kwh_4,demanda_cubrir_kwh_5,demanda_cubrir_kwh_6,contratos_netos_1,contratos_netos_2,contratos_netos_3,contratos_netos_4,contratos_netos_5,contratos_netos_6,terminated,truncated,terminated_reason
2025-11-06,-1.6167593188578941,0.0,0.0,4997855840.0,4533136160.0,464719680.0,0.0,185.79755,265.0,408.0,408.0,408.0,408.0,408.0,5760000.0,0.5058847069740295,0.5092814564704895,0.6962745785713196,0.4129195809364319,-0.4484710097312927,0.27060824632644653,1,1,1,1,-1,1,1,1,1,1,0,1,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,2144160.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,4,3,3,3,0,3,0,0,running
2025-11-07,-1.1139149420473318,21600000.0,21600000.0,5019455840.0,4554736160.0,464719680.0,0.0,225.93448333333333,280.0,408.0,408.0,408.0,408.0,408.0,5760000.0,0.6802224516868591,0.6527534127235413,0.8242689371109009,0.5509138107299805,-0.5110332369804382,0.4175688624382019,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,21600000.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-10,-1.2632557868473318,0.0,21600000.0,5019455840.0,4554736160.0,464719680.0,0.0,254.8426333333333,280.0,408.0,408.0,408.0,408.0,408.0,5760000.0,0.7029743194580078,0.6767613887786865,0.8371342420578003,0.5694426894187927,-0.5052919387817383,0.4139360189437866,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-11,-0.8382968684473318,0.0,21600000.0,5019455840.0,4554736160.0,464719680.0,0.0,346.8536833333333,280.0,408.0,408.0,408.0,408.0,408.0,5760000.0,0.7081180214881897,0.680752694606781,0.836831271648407,0.5681466460227966,-0.5067129135131836,0.41262000799179077,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-12,-0.9565197404473318,0.0,21600000.0,5019455840.0,4554736160.0,464719680.0,0.0,321.12385,280.0,408.0,408.0,408.0,408.0,408.0,5760000.0,0.7155419588088989,0.6820760369300842,0.8341238498687744,0.5659312605857849,-0.5155320167541504,0.414296954870224,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,0.0,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-13,-1.1081837527021563,-3790799.9999999907,17809200.000000007,5015665040.0,4554736160.0,460928880.0,0.0,298.32405,280.0,406.98,407.39,407.06,407.06,407.06,5760000.0,0.7194018959999084,0.6781793236732483,0.8296788334846497,0.5607558488845825,-0.5209628343582153,0.4152529835700989,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,-3790799.9999999907,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-14,-1.0921061124660967,-3531599.9999999185,14277600.00000009,5012133440.0,4554736160.0,457397280.0,0.0,300.1530833333333,280.0,406.04,406.86,406.16,406.16,406.16,5760000.0,0.695522665977478,0.6655294895172119,0.8316885232925415,0.5575429797172546,-0.49849581718444824,0.40481826663017273,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,-3531599.9999999185,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-18,-1.4029693848081675,-3567600.0000000703,10710000.000000019,5008565840.0,4554980960.0,453584880.0,0.0,231.86389166666663,280.17,405.02,406.21,405.23,405.19,405.23,5760000.0,0.6653929352760315,0.653154194355011,0.8326655030250549,0.553441047668457,-0.48332861065864563,0.39048781991004944,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,-3567600.0000000703,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-19,-0.8090898743208415,2923200.000000043,13633200.000000061,5011489040.0,4562008160.0,449480880.00000006,0.0,341.37328333333335,285.05,403.93,405.48,404.22,404.18,404.26,5760000.0,0.6299799680709839,0.6343976259231567,0.8285264372825623,0.5420519113540649,-0.4715724587440491,0.37032216787338257,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,0.0,0.0,2923200.000000043,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
2025-11-20,-2.3943348971571243,-33192000.000000075,-19558800.000000015,4978297040.0,4533136160.0,445160880.0,0.0,229.178725,265.0,402.76,404.71,403.17,403.13,403.25,5760000.0,0.5879282355308533,0.611261248588562,0.8223291039466858,0.529609739780426,-0.46644923090934753,0.34885886311531067,1,1,1,1,-1,1,0,0,0,0,0,0,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,28872000.000000015,0.0,-33192000.000000075,0.0,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,0,0,0,0,0,0,0,0,running
