Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_PPO_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
45045968.400000095,1207815909.4542017,1162769941.0542016,-3802099.6767324666,5626896.239739754,9428995.91647222,0,0.0,0.08389328223234366
