Fecha,reward,pnl_step,pnl_acumulado,margen_inicial,capital_actual,margin_balance_total,sobre_cobertura_kwh,spot_price,future_price_t1,future_price_t2,future_price_t3,future_price_t4,future_price_t5,future_price_t6,covered_kwh_total,action_cont_1,action_cont_2,action_cont_3,action_cont_4,action_cont_5,action_cont_6,action_disc_raw_1,action_disc_raw_2,action_disc_raw_3,action_disc_raw_4,action_disc_raw_5,action_disc_raw_6,action_disc_exec_1,action_disc_exec_2,action_disc_exec_3,action_disc_exec_4,action_disc_exec_5,action_disc_exec_6,nem_slot_1,nem_slot_2,nem_slot_3,nem_slot_4,nem_slot_5,nem_slot_6,margin_calls_cost,transaction_costs,liquidacion_mtm,liquidacion_vencimiento,demanda_cubrir_kwh_1,demanda_cubrir_kwh_2,demanda_cubrir_kwh_3,demanda_cubrir_kwh_4,demanda_cubrir_kwh_5,demanda_cubrir_kwh_6,contratos_netos_1,contratos_netos_2,contratos_netos_3,contratos_netos_4,contratos_netos_5,contratos_netos_6,terminated,truncated
2025-10-10,-0.3872561660373873,0.0,0.0,4999720128.8,4957739448.8,41980680.0,0.0,176.20810833333334,275.0,317.5,369.32,388.79,388.71,350.19,720000.0,-0.9990529417991638,-0.9999775886535645,-0.9999579191207886,-0.9999505877494812,0.9998809695243835,-0.8853365182876587,-1,-1,-1,-1,1,-1,0,0,0,0,1,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,279871.2,0.0,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,2,0,0,0
2025-10-14,-0.3637215162234005,-950399.9999999951,-950399.9999999951,4998769728.8,4957739448.8,41030280.00000001,0.0,144.95049166666666,272.0,295.0,367.84,387.51,387.39,349.14,720000.0,-0.9979879856109619,-0.9999628663063049,-0.9999380111694336,-0.9998965263366699,0.9999735951423645,-0.961999773979187,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-950399.9999999951,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
2025-10-15,-0.34200311462340044,-950399.9999999951,-1900799.9999999902,4997819328.8,4957739448.8,40079880.000000015,0.0,181.60605,272.0,317.5,366.33,386.19,386.07,348.09,720000.0,-0.9961833357810974,-0.9997081160545349,-0.9994682669639587,-0.9992871284484863,0.9999926686286926,-0.9372330904006958,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-950399.9999999951,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
2025-10-16,-0.34453518662340055,-943200.0000000016,-2843999.9999999916,4996876128.8,4957739448.8,39136680.000000015,0.0,176.04509166666665,260.0,292.0,364.83,384.88,384.76,347.05,720000.0,-0.9938955903053284,-0.9988422989845276,-0.9865912199020386,-0.9835491180419922,0.9999960660934448,-0.9036123156547546,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-943200.0000000016,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
2025-10-17,-0.3529698042234005,-943200.0000000016,-3787199.9999999935,4995932928.8,4957739448.8,38193480.000000015,0.0,160.36165833333334,250.0,310.0,363.3,383.49,383.45,346.01,720000.0,-0.9839233756065369,-0.9947522282600403,-0.26362138986587524,-0.1592576950788498,0.9999989867210388,-0.8947133421897888,-1,-1,0,0,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-943200.0000000016,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
2025-10-20,-0.648671959860655,-936000.0000000081,-4723200.000000002,4994461335.2,4831874952.8,162586382.4,0.0,147.291425,225.0,300.0,361.77,382.11,382.15,344.97,2160000.0,-0.8911831974983215,-0.9560111165046692,0.9784967303276062,0.6703254580497742,0.9999998807907104,-0.9578288793563843,-1,-1,1,1,1,-1,0,0,1,1,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,535593.6,-936000.0000000081,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,2,2,0,0,0,0
2025-10-21,-0.7083995416011459,0.0,-4723200.000000002,4993813335.2,4679594952.8,314218382.4,0.0,179.39419166666667,225.0,300.0,361.77,382.11,382.15,344.97,4680000.0,0.7643105983734131,0.9300224184989929,0.9999352693557739,0.9983812570571899,1.0,-0.9795304536819458,1,1,1,1,1,-1,1,1,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,648000.0,0.0,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,4,3,0,0,0,0,0,0
2025-10-22,-1.05139069647056,-6083999.999999992,-10807199.999999993,4987729335.2,4679594952.8,308134382.4,0.0,123.32715833333332,225.0,300.0,358.74,379.32,379.52,342.83,4680000.0,0.980711042881012,0.9999668002128601,0.9999948740005493,0.9995485544204712,1.0,-0.9994353652000427,1,1,1,1,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-6083999.999999992,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
2025-10-23,-1.0401601617979148,-9251999.999999976,-20059199.99999997,4978477335.2,4686204552.8,292272782.40000004,0.0,137.81476666666666,220.0,285.0,357.23,390.0,390.0,370.0,4680000.0,0.9785786271095276,0.9998255372047424,0.9999992847442627,0.9999656081199646,1.0,-0.9842344522476196,1,1,1,1,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,-9251999.999999976,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
2025-10-24,-0.9738621963361298,2217599.999999989,-17841599.99999998,4980694935.2,4686204552.8,294490382.40000004,0.0,125.450225,220.0,290.0,355.69,388.48,388.64,368.82,4680000.0,0.9978117346763611,0.999911904335022,1.0,0.9999982714653015,1.0,-0.8266041278839111,1,1,1,1,1,-1,0,0,0,0,0,0,ELMX25F,ELMZ25F,ELMF26F,ELMG26F,ELMH26F,ELMJ26F,0.0,0.0,2217599.999999989,0.0,2043557.073,1970234.441,2079545.434,1980131.5984486917,2284488.30960406,2239534.55816113,0,0,0,0,0,0,0,0
