Ahorro_Total_COP,Costo_Total_Spot_COP,Costo_Total_Estrategia_PPO_COP,Reduccion_Volatilidad_COP_std,Volatilidad_Spot_std,Volatilidad_Estrategia_std,Total_Margin_Calls,Total_Margin_Calls_COP,Sharpe_PnL
-540000.0,1027795757.7572685,1028335757.7572685,4039.813124681823,5083041.029937251,5079001.216812569,0,0.0,0.0
