Fecha,reward,pnl_step,pnl_acumulado,margen_inicial,capital_actual,margin_balance_total,sobre_cobertura_kwh,spot_price,future_price_t1,future_price_t2,future_price_t3,future_price_t4,future_price_t5,future_price_t6,covered_kwh_total,action_cont_1,action_cont_2,action_cont_3,action_cont_4,action_cont_5,action_cont_6,action_disc_raw_1,action_disc_raw_2,action_disc_raw_3,action_disc_raw_4,action_disc_raw_5,action_disc_raw_6,action_disc_exec_1,action_disc_exec_2,action_disc_exec_3,action_disc_exec_4,action_disc_exec_5,action_disc_exec_6,nem_slot_1,nem_slot_2,nem_slot_3,nem_slot_4,nem_slot_5,nem_slot_6,margin_calls_cost,transaction_costs,liquidacion_mtm,liquidacion_vencimiento,demanda_cubrir_kwh_1,demanda_cubrir_kwh_2,demanda_cubrir_kwh_3,demanda_cubrir_kwh_4,demanda_cubrir_kwh_5,demanda_cubrir_kwh_6,contratos_netos_1,contratos_netos_2,contratos_netos_3,contratos_netos_4,contratos_netos_5,contratos_netos_6,terminated,truncated,terminated_reason
2026-01-14,-0.35912589071716333,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,137.46183333333332,379.22,393.66,362.02,323.13,245.93,365.11,0.0,-0.5223487019538879,-0.4541587233543396,-0.22263412177562714,-0.31076735258102417,-0.21903273463249207,-0.2700924277305603,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-15,-0.35932386121492826,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,143.19950833333334,372.32,388.38,358.54,320.77,244.6,363.17,0.0,-0.5273825526237488,-0.47322168946266174,-0.25732421875,-0.3429405689239502,-0.2452116161584854,-0.28136637806892395,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-16,-0.38525878730083407,0.0,0.0,5000000000.0,5000000000.0,0.0,0.0,117.61296666666664,300.0,383.02,355.06,318.4,243.28,361.25,0.0,-0.5167623162269592,-0.5030397176742554,-0.2234949767589569,-0.3823104202747345,-0.2563023269176483,-0.3337141275405884,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-19,-0.6932697442944835,0.0,0.0,4999592127.2,4904149892.0,95442235.2,0.0,147.51685,285.0,377.66,351.58,316.01,241.97,359.34,1080000.0,-0.5007079243659973,0.387948602437973,0.09805285930633545,0.054734792560338974,-0.3627122640609741,-0.315408319234848,-1,1,0,0,-1,-1,0,1,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,407872.8,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,3,0,0,0,0,0,0,running
2026-01-20,-1.2209621619510989,-73072800.00000003,-73072800.00000003,4999257327.2,4999257327.2,0.0,0.0,176.72193333333334,285.0,310.0,300.0,313.64,240.64,357.4,0.0,-0.3990517854690552,-0.2671239376068115,-0.19633986055850983,-0.3467102348804474,-0.16973523795604706,-0.30578184127807617,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,334800.0,-73072800.00000003,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,-3,0,0,0,0,0,0,running
2026-01-21,-0.3571889152406071,0.0,-73072800.00000003,4999257327.2,4999257327.2,0.0,0.0,181.46936666666667,297.5,300.0,300.0,311.26,239.32,355.47,0.0,-0.46662241220474243,-0.44781649112701416,-0.26903218030929565,-0.4343693256378174,-0.16856123507022858,-0.38401609659194946,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-22,-0.35,0.0,-73072800.00000003,4999257327.2,4999257327.2,0.0,0.0,188.178,297.5,310.0,300.0,370.0,370.0,370.0,0.0,-0.5296239852905273,-0.5122327208518982,-0.28010672330856323,-0.4255909025669098,-0.20958168804645538,-0.4339142143726349,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-23,-0.351142244154802,0.0,-73072800.00000003,4999257327.2,4999257327.2,0.0,0.0,202.59423333333336,297.5,307.5,300.0,370.0,370.0,370.0,0.0,-0.43254876136779785,-0.3885059952735901,-0.24817080795764923,-0.414599746465683,-0.16704027354717255,-0.3330515921115875,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-26,-0.35,0.0,-73072800.00000003,4999257327.2,4999257327.2,0.0,0.0,248.15596666666667,297.5,310.0,300.0,370.0,370.0,370.0,0.0,-0.4219118058681488,-0.3371334969997406,-0.1010737195611,-0.34185144305229187,-0.1298057734966278,-0.1933242380619049,-1,-1,0,-1,0,0,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-27,-0.5123068011918286,0.0,-73072800.00000003,4998593127.2,4843170327.2,155422800.0,0.0,262.064375,297.5,307.5,300.0,370.0,370.0,370.0,2160000.0,-0.1462927907705307,0.3815333843231201,-0.3089318573474884,-0.09518139064311981,-0.19325374066829681,-0.05768464133143425,0,1,-1,0,0,0,0,1,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,664200.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,6,0,0,0,0,0,0,running
2026-01-28,-0.7099818087423254,-27000000.0,-100072800.00000003,4971593127.2,4843170327.2,128422800.0,0.0,258.02823333333333,290.0,295.0,300.0,370.0,370.0,370.0,2160000.0,-0.18338851630687714,0.2863416373729706,-0.14784479141235352,-0.1698296070098877,-0.1695253998041153,0.006285539828240871,0,1,0,0,0,0,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,-27000000.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-29,-0.45918834933735153,0.0,-100072800.00000003,4971593127.2,4843170327.2,128422800.0,0.0,246.27239166666664,287.0,295.0,300.0,370.0,370.0,370.0,2160000.0,-0.14486365020275116,0.2603168487548828,-0.17738427221775055,-0.29524922370910645,-0.18506696820259094,-0.03660349175333977,0,1,0,-1,0,0,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,0,0,running
2026-01-30,-0.5652158601738166,0.0,-100072800.00000003,4971593127.2,4843170327.2,128422800.0,0.0,206.1265,287.0,295.0,300.0,367.3,367.67,368.19,2160000.0,-0.1486862748861313,0.2453039288520813,-0.21690097451210022,-0.3487149477005005,-0.19549258053302765,-0.04176930710673332,0,1,-1,-1,0,0,0,0,0,0,0,0,ELMG26F,ELMH26F,ELMJ26F,ELMK26F,ELMM26F,ELMN26F,0.0,0.0,0.0,0.0,1980131.5984486917,2284488.30960406,2239534.55816113,2285308.949670708,2227426.5217549116,2445831.50158675,0,0,0,0,0,0,1,0,timeline_end
