episode,episode_reward,episode_pnl,episode_tx_cost,episode_ahorro_cop,margin_calls_count,overhedging_penalty_kwh_sum,episode_time_sec,actor_loss,critic_loss,entropy,approx_kl
21,-407.94127276547647,11590221657.158882,890257615.1999999,10699964041.958881,85,2183286984.203549,10.933401540998602,-0.04427305901689189,1.2166249149612018,2.1546835729054044,0.004457081243162975
22,-415.13898195644805,9508121874.453495,921121196.2373667,8587000678.21613,68,2051124690.108258,11.192446500001097,-0.024057440772386533,1.0300149681312698,2.1516830921173096,0.007845104346051813
23,-341.0351470504392,14732569828.144384,899613735.76651,13832956092.37788,69,2307029001.608066,10.811098958001821,-0.030748822912573814,1.153534508762615,2.1486825942993164,0.008316016909001129
24,-430.11601748585986,11620590043.97099,906549644.7266835,10714040399.244307,82,2229813653.250108,10.894814874998701,-0.03204419063404203,1.5816226394048758,2.1456813641956876,0.017973818304848725
25,-381.98160806351746,15278236275.816326,852224880.8497657,14426011394.966553,69,2374110935.4229503,10.919185250000737,-0.035489362232952515,0.8040273194866521,2.1426808834075928,0.015973240428138524
26,-424.1307296800148,14706218439.921417,895914662.3999995,13810303777.521427,84,2029702221.0831022,11.026570415997412,-0.038480977481231096,2.0209884991603237,2.1396796703338623,0.03015845579627369
27,-394.18430573524995,11716711918.811243,875525410.8000003,10841186508.011242,88,1982063672.5706053,10.728332958002284,-0.031084921267548842,0.9205373187682458,2.136679172515869,0.010145411954311255
28,-433.77424252501663,13959772025.73907,857894923.7186831,13101877102.020397,94,2040814850.713501,11.095484708002914,-0.027374104377148406,1.620513948478869,2.1336779594421387,0.020532123677964722
29,-392.40267465111697,11350291718.870876,812327418.0000007,10537964300.870865,80,1969879780.200156,10.93633462499929,-0.03668764805022095,0.9375538329460791,2.1306774616241455,0.015383955151108759
30,-380.54760904427945,13706118220.20766,830522937.6000004,12875595282.607656,85,1895797575.911305,11.037621750001563,-0.03502482235697763,1.067794724500605,2.1276769638061523,0.01060033644316718
31,-396.0581936809332,11434017765.30477,855086482.8000003,10578931282.50476,83,2102720621.619998,10.884499790998234,-0.041722533156696176,1.03561794928142,2.124676465988159,0.013970932452606836
32,-390.3448053137641,12462345350.615091,872935268.2373672,11589410082.377722,79,2077905227.4742074,11.02548758299963,-0.03621897676161357,0.8189874256295817,2.1216752529144287,0.004852043519661363
33,-418.18147631461557,10849962215.910885,835279250.4000002,10014682965.510883,70,1947036872.024084,11.208073916001013,-0.033407585532404485,1.0239167528493063,2.1186747550964355,0.016758922770636023
34,-391.588896178574,12681335979.940262,864555962.4000002,11816780017.54026,72,1864734266.8863602,11.09351341600268,-0.038439221286846854,0.8158438445201942,2.1156742572784424,0.013059875216068967
35,-404.0739880476127,11254700139.932274,862032322.257765,10392667817.674517,76,1947506044.1622388,11.058705875002488,-0.033764665856558296,0.6759437606270824,2.112673044204712,0.010080326731050653
36,-387.31304983224663,12554182951.57047,786592319.3186839,11767590632.251781,68,2158019149.2784967,10.998528374999296,-0.03183343125108097,0.8859267445015055,2.1096725463867188,0.015907140029594303
37,-385.3606906017339,13347054257.403551,813498109.3684487,12533556148.035105,77,2012006051.1770458,10.924215125000046,-0.03926687500040446,0.5610798606382948,2.1066720485687256,0.013304016549539353
38,-413.95335609163703,14354546602.67898,783793202.4000001,13570753400.278986,76,2216044416.0705533,10.910871166001016,-0.038439555346433604,1.653355816432408,2.103670835494995,0.019095694760991527
39,-367.01699331838284,12469832717.200771,820484879.3186841,11649347837.882076,59,1980377013.1691425,10.97914708299868,-0.04209577159823052,1.0264623954359975,2.100670337677002,0.02484980907689273
40,-414.98263617318855,11099286020.797964,833141647.718684,10266144373.079279,76,1935515578.3723073,11.007958250000229,-0.0331688759050199,1.0017339225326265,2.0976691246032715,0.010519030151356544
41,-354.85397367351646,13364967124.70018,806854181.649765,12558112943.050413,60,2076095007.7446554,11.1341232090017,-0.03852528080876384,0.8511496116008077,2.0946686267852783,0.009825097007810006
42,-400.15898031546834,11731442751.926722,814470788.726684,10916971963.200033,81,2094939799.545311,10.992350917000294,-0.04219838271715811,0.6877082827900137,2.091668128967285,0.024797537423104848
43,-315.3095539927362,15273548159.17639,789515146.637367,14484033012.539022,52,2041400285.2936184,10.939438917001098,-0.03850444138848356,0.9949976783777986,2.0886669158935547,0.014534872435199629
44,-346.0399057550255,11958783907.8244,810772114.9665104,11148011792.857882,51,2181228167.5657387,10.880944999997155,-0.03806265917207514,0.6047808158610548,2.0856664180755615,0.013595438906590322
45,-338.29873158416575,15320160525.626013,807907702.6080009,14512252823.018002,75,2049351670.7394443,10.94099337499938,-0.03844410600805921,0.6924945087305137,2.0826659202575684,0.018254868210559445
46,-355.41325114615694,18183274312.59568,777391232.4,17405883080.19568,84,2467853101.006843,10.54435783399822,-0.032971823521490605,1.512632534865822,2.079664707183838,0.006121629131458966
47,-391.0638723463038,14491326428.991982,774095029.2,13717231399.791983,78,2056192858.048096,10.66472716700082,-0.03789288041344474,1.1652455102829706,2.0766642093658447,0.03022903392446183
48,-387.9693279109544,14664199283.684519,771399579.6000005,13892799704.084518,74,2140534897.126107,10.96623224999712,-0.041997342443625844,1.0762538113764355,2.0736629962921143,0.021496920335838304
49,-367.24028890594883,15063839573.14817,770417571.6000004,14293422001.54816,80,2113550647.7787933,11.048526875001698,-0.03851347052093063,0.8849600080400706,2.0706632137298584,0.01800722782167473
50,-377.225428361989,15966688908.113459,743953818.1665092,15222735089.946959,81,2253676586.020497,10.638811041997542,-0.04817399364297411,0.9333224621202264,2.067662000656128,0.027171619730402847
51,-369.7469989449364,14557110613.958101,747882734.4000002,13809227879.558102,86,2126388658.9067557,10.754953624997142,-0.04120122600080711,1.0574945184269122,2.0646607875823975,0.007273761269503406
52,-320.73993510441943,16492517650.551361,688516455.6000006,15804001194.951357,76,2169200686.553083,10.908844333000161,-0.02968729915363448,0.6415827081139599,2.0616602897644043,0.001809420350140759
53,-363.5586095786512,12666420463.316427,690306868.6373671,11976113594.679066,82,1944656125.6745138,10.837565292000363,-0.041302260330745154,1.0268865500177655,2.058659791946411,0.010795826224161179
54,-344.5834256306006,15384584645.686264,690554217.6000005,14694030428.08626,69,2219715707.975098,10.601006208002218,-0.04262394235203309,0.5701571686459439,2.0556585788726807,0.02535492852662823
55,-353.0404077957859,17973623422.567142,687288689.9999995,17286334732.56714,78,2415136098.963101,10.637757874999807,-0.03622260168860001,1.1439638712044273,2.0526580810546875,0.016187509634463432
56,-402.631085623994,13140743691.886122,680733734.4000003,12460009957.486116,90,2139035834.9930482,10.799356125000486,-0.04791618811099657,1.2805067274719477,2.0496575832366943,0.028776636556722225
57,-416.81918574728854,16468586699.454103,674937424.7999992,15793649274.654112,90,2473294927.704496,10.478909707999264,-0.04490498300375683,1.8726276144917522,2.046657085418701,0.026204668850238835
58,-334.6002942083225,16347190274.563152,688089909.6000001,15659100364.963144,71,2287289651.3874435,10.490281250000407,-0.032595791993662714,0.7604837693806206,2.0436558723449707,0.009931323778021448
59,-328.6258577681652,17567481729.58136,628127482.9665104,16939354246.614847,75,2318641993.5459976,10.724162833001174,-0.044955560525080984,0.7771506579326731,2.0406546592712402,0.02051471513197092
60,-373.9963150463792,16785951298.329754,623163909.5999999,16162787388.72975,81,2604547855.0714445,10.520187124999211,-0.04126553301965552,0.9340683887047427,2.0376548767089844,0.029117155937378163
61,-394.41068615288503,15292570940.64047,645138158.4000008,14647432782.240469,73,2300747531.407966,10.751469708000513,-0.04123406228609383,1.4615880570241384,2.034653663635254,0.014625664221655045
62,-346.67606492108735,14968997113.221823,653141726.9186836,14315855386.30314,66,2416827467.670207,10.565575374999753,-0.026417147501238754,0.7771516737129007,2.0316524505615234,0.021938779620852854
63,-371.5660824890069,17423213837.193363,656645029.2000005,16766568807.993355,82,2447997216.661599,10.646345958000893,-0.040421091632119245,0.8979169431541647,2.0286519527435303,0.029025870917498
64,-347.51530927102186,17725738274.849083,654229694.3745103,17071508580.47457,74,2385387540.7726173,10.36178091599868,-0.03412478355125391,1.1058998031807796,2.025651454925537,0.01647053212010568
65,-333.50817845329016,16289190312.104918,656691897.6000007,15632498414.50491,73,2219426628.0831866,10.378223708001315,-0.038352060065205605,0.6432768029293844,2.022650957107544,0.012035046740701156
66,-353.5154762620468,17206476373.475742,626445374.3999999,16580030999.07574,81,2417383274.5761046,10.59943716700218,-0.04447230901569128,1.3080897251942327,2.0196497440338135,0.023353711079939134
67,-376.53122607127995,16817248480.920038,703619435.8080009,16113629045.112028,86,2532197981.5720468,10.556386416999885,-0.044942153950354884,0.899090879862862,2.0166492462158203,0.023143817515769376
68,-328.60540893889583,18260739941.12659,657053593.1999997,17603686347.926586,72,2306974919.735688,10.625098832999356,-0.03999333144830806,0.736796919416104,2.01364803314209,0.013955110514403454
69,-322.3348551208254,18019651023.65438,681768090.0,17337882933.654366,65,2278812906.6101575,10.462713624998287,-0.03535397059583504,0.7418935121436204,2.0106475353240967,0.012487633815700455
70,-327.0427404088947,18307205654.787823,625279098.8497652,17681926555.93806,69,2289395120.279307,10.81822808400102,-0.036276810829128536,0.6342078370175191,2.007646322250366,0.019641384924761952
71,-367.3847737571729,14180173076.56458,630778420.8000008,13549394655.764568,82,2290349215.3029504,10.789187582999148,-0.03336092780144619,1.092616906017065,2.004645824432373,0.018261649121996015
72,-334.7268878908692,15687430743.019901,631300986.0000007,15056129757.01989,84,2160699938.3031354,10.52688124999986,-0.045454520885167375,0.7460607317409345,2.00164532661438,0.012260842709812486
73,-356.4570635456685,15637029219.935137,619041662.2080001,15017987557.727133,77,2403553686.59921,10.566180750000058,-0.04852498073929123,0.7292503575129169,1.9986448202814375,0.02084647584706545
74,-323.05940693239745,15940331814.154087,610867329.408,15329464484.746082,72,2067946483.418003,10.878929917002097,-0.04094175388371306,0.5609179223488484,1.9956436157226562,0.02460323884151876
75,-315.14343185182844,15995402748.243763,624406159.3665097,15370996588.877258,80,2196290911.9871025,10.624973625002895,-0.04439366340105023,0.373618435221059,1.992643117904663,0.024350177470062462
76,-336.9338499014426,14652980473.89049,629945708.4000001,14023034765.490486,78,2228631316.834656,10.447581624997838,-0.0436100109539453,0.46192565873738317,1.9896418963159834,0.03116579463110409
77,-316.64510071346325,18293335541.11849,578949704.4038775,17714385836.714622,63,2370973889.034204,10.582311333000689,-0.038411861252305765,1.184303022495338,1.986642130783626,0.01459753665507638
78,-335.51588317953156,16629276807.720104,625203934.4497651,16004072873.270336,89,2203768636.4350033,10.897809665999375,-0.045146131789910476,1.5535988016852311,1.9836409091949463,0.025860648573143408
79,-393.9808272059369,10450106943.895226,618337764.0000004,9831769179.895222,78,2132269139.1861017,10.820902542000113,-0.042722791779254164,1.2386055074099984,1.9806396961212158,0.026530611275562218
80,-342.34823365104563,17009104368.378792,579132317.2931932,16429972051.085608,92,2359163686.2854967,9.961333125000237,-0.03700037888206896,1.3498154024460487,1.9776392068181718,0.030764573408911627
81,-332.54316849678366,18772925113.975086,578741364.0000001,18194183749.97508,87,2190759096.212999,10.77044745799867,-0.04577840488803174,0.7762853872696204,1.9746379852294922,0.015335771943708616
82,-314.4055502057527,16304021726.62275,567492382.8,15736529343.82276,75,2139161520.607046,10.631313958001556,-0.048020524784390416,0.7714203571368541,1.971637487411499,0.019307486536646528
83,-343.2702445973062,12588353198.118347,569914550.2080003,12018438647.91035,72,1843642745.538102,10.878129000000627,-0.04805295798661453,0.8302172517137868,1.9686369895935059,0.024650160719673814
84,-323.49063453778325,15832760233.15781,578259145.7186841,15254501087.439133,79,2243989800.3612065,10.588376874999085,-0.041297133360058066,1.3053662532940506,1.9656364917755127,0.011361175499457334
85,-332.92284025296027,16053804541.366411,560809612.6373669,15492994928.729038,80,2045017605.20531,10.800261083000805,-0.03621106191172398,0.7983085697516799,1.9626360024724687,0.025059330471309035
86,-350.8350871111023,17212666845.046936,615095775.2497647,16597571069.797188,89,2334921152.216719,10.460636083000281,-0.02922726801729628,0.6891690967604518,1.959634780883789,0.014897043593893093
87,-303.1996577304249,16013879972.109922,599355368.5665103,15414524603.543396,78,2196639113.9370513,10.713771457998519,-0.04400548854942567,0.5890972466074995,1.9566335592951094,0.017876224658851112
88,-332.53454687335835,18387373563.86666,593560109.645367,17793813454.22129,81,2308344355.7082553,10.565305790998536,-0.04553133736896728,0.702611700738115,1.9536337852478027,0.026514343834216043
89,-331.942666216159,17082894513.115753,594737112.8497651,16488157400.266,94,2113601731.335499,10.523154833001172,-0.04722534447376217,0.6452186080228005,1.9506325721740723,0.017445827914135795
90,-314.6636621627473,18085901295.874073,548281088.2080003,17537620207.66609,81,2342017021.9541035,10.587211709000258,-0.046716323029249905,1.1271506075614266,1.947632074356079,0.022952561503153186
91,-285.4544241025769,16070230300.942036,565691288.4000001,15504539012.542036,59,2292432291.0639586,10.701793874999566,-0.05063998636656574,0.33489859722820775,1.9446308697972978,0.016982370769671563
92,-363.3216957130925,14872245320.854746,583702030.2577653,14288543290.596972,91,2400292956.4264493,10.411588833001588,-0.04755261948864375,1.0079959069245628,1.9416296482086182,0.027086393994146158
93,-382.53694881276874,15449251305.022263,599305993.1999998,14849945311.822266,91,2395987486.8254485,10.448952916001872,-0.04026455197498084,2.475635697326017,1.9386298656463623,0.030093679891294977
94,-338.17584287070696,15292047428.480482,584541435.0851935,14707505993.395294,88,2156576227.089604,10.521195249999437,-0.04300543305996273,0.8172402489664299,1.9356286525726318,0.030320145203898263
95,-324.838674177246,19689827718.660503,597634189.2,19092193529.46049,77,2555050189.390137,9.172131999999692,-0.010133403586223722,2.845534792968205,1.932628870010376,0.030094843191493834
96,-339.7247400202483,17096687634.410765,552659480.0453671,16544028154.365376,71,2424824036.7081046,10.482611500003259,-0.04517231226366546,1.2352248323016932,1.9296269416809082,0.029466658980319544
97,-298.8365404946421,18998176549.88077,556820175.6,18441356374.280766,74,2432698959.7675543,10.080405582997628,-0.04324212751484343,0.8881717876930322,1.926626443862915,0.02950386638487024
98,-332.2360293694661,17362530641.804977,534884515.20000005,16827646126.604979,87,2336705275.5912375,10.600573084000644,-0.04539483689503478,0.4979165252830301,1.9236259460449219,0.029280674583943827
99,-341.3919009406423,13029100182.493141,537579948.5186834,12491520233.974464,79,2112046254.434337,10.736254333001853,-0.04110500948902752,0.7894837014643209,1.9206254482269287,0.01384937532379159
100,-362.0591386797142,14353235130.372187,554561499.5999998,13798673630.77219,84,2083062708.2716863,10.737150000000838,-0.0435897742131991,0.9150014969653317,1.917624226638249,0.03049398521709788
101,-307.08830710308433,16737865243.511784,557587234.8000005,16180278008.711788,77,2098131180.9211388,9.918751417000749,-0.028875216366533115,0.8471868594690245,1.9146230220794678,0.03051160748249718
102,-384.54307091437306,16691383102.571115,574698398.4000003,16116684704.17111,79,2352356731.7000484,9.85947720799959,-0.027217015335779814,1.846481588269983,1.911623239517212,0.03076419665289688
103,-328.99216255353576,16547155115.829979,533222046.0000002,16013933069.829975,70,2138105128.1676512,9.6512913330007,-0.02945444770157337,2.3274342803018433,1.9086220264434814,0.03024746201034369
104,-296.5821898328368,16426514845.468987,507022002.00000036,15919492843.468988,70,2119510175.6236527,10.295583374998387,-0.04617087681378637,0.7908312469720841,1.905620813369751,0.02666944648361615
105,-322.3596845029397,14657157696.044443,512120948.40000004,14145036747.644434,76,2205747718.3170447,10.47163270800229,-0.04392810582316348,0.8631235017574259,1.9026203155517578,0.027669171799373414
106,-330.28600411689814,14775993594.214626,539579495.8080003,14236414098.406616,93,2179615375.338556,10.33689420799783,-0.046222158232038575,0.7537812397948334,1.8996198177337646,0.015248662491960984
107,-299.9471620853736,19103146179.21734,535294490.4000001,18567851688.81735,73,2491449746.5370817,10.451299457999994,-0.051020573365635105,0.6515752379915544,1.8966193199157715,0.027278308450643506
108,-325.1695998368495,16362874539.086096,518522108.40000015,15844352430.686098,78,2210147939.1353064,10.383582915997977,-0.0472456282004714,0.6870447483445917,1.893618106842041,0.019675253541208804
109,-305.40943285781094,17248116285.663456,503818309.00799966,16744297976.65544,73,2279366024.3574963,10.391500082998391,-0.049612205804857826,0.5378433717148644,1.8906176090240479,0.017217966171197727
110,-312.9421379224315,16582978773.348856,527930769.60000014,16055048003.74886,73,2380902413.71931,10.385961333999148,-0.04787899314292839,0.3116978451476565,1.8876171112060547,0.01881431233071323
111,-291.44863369545243,15401281516.930347,515680298.208,14885601218.722336,75,2198372582.2210565,10.224141291997512,-0.04056659004441938,0.8294247758327699,1.884615889617375,0.031124576146961475
112,-292.3377324548066,16480084932.472448,537894702.0000002,15942190230.472446,70,2275555719.655603,9.992015875002835,-0.04812284733634442,0.404162993288732,1.8816146850585938,0.030914481637799845
113,-312.17861439385246,16856253582.388374,547879522.4453669,16308374059.943008,71,2236734063.4723067,10.42984449999858,-0.051492567864313186,0.8257715309038758,1.878614902496338,0.03148254808537396
114,-314.4072185999672,17895460753.45853,535314704.40000004,17360146049.058537,64,2283440851.3151546,9.98743475000083,-0.03679978113532776,0.7438102631519238,1.8756136894226074,0.030726610572032985
115,-343.1531517243252,16533981059.225313,519914596.60799986,16014066462.617294,76,2231184377.4379444,10.461028833000455,-0.04881697796684291,0.8521487234274343,1.8726132001195634,0.03193556806262659
116,-337.48370280769564,17307613358.325073,516682534.60800016,16790930823.71708,84,2319710276.768556,9.750454666998849,-0.032375469986748485,0.7107345393991896,1.8696119785308838,0.038724542412507744
117,-322.03206559252055,17902727167.555634,510795697.5266837,17391931470.028942,65,2484915332.8268175,10.422908624997945,-0.054995264568632206,0.3322937671095133,1.8666114807128906,0.028865747940393965
118,-323.7884889213834,17216364093.63649,504994079.8080001,16711370013.828482,69,2511338613.1985455,10.513095791000524,-0.05224295829289726,0.5937762570168291,1.8636102761541093,0.023031831383039908
119,-307.0994564749879,18029121987.87162,531319247.1266836,17497802740.74492,82,2698739569.5499954,10.611910792002163,-0.047551208255546436,0.5462666564354939,1.8606097613062178,0.018664605502999622
120,-304.7568706374621,18138178909.66457,504740069.1266837,17633438840.537907,70,2424867245.0187387,9.919853874998807,-0.04184999877664571,1.0536810911837078,1.8576092720031738,0.03304805272048162
121,-300.57949289312944,18224057473.39446,508690862.56651014,17715366610.827953,64,2328389771.452684,10.311623207999219,-0.043376473021427435,0.4387876865587064,1.8546087741851807,0.022530226131701577
122,-297.04065331898806,17046342238.627792,502043440.6080003,16544298798.019781,62,2511861614.9028926,10.409733291999146,-0.034297794402976124,1.12068990668548,1.8516075611114502,0.021518765642706838
123,-319.36084828200626,16787777715.826815,496409401.0080002,16291368314.818808,76,2225606203.056787,10.461507791998883,-0.046759995565350564,0.5903106670560582,1.8486070718084062,0.005477321920001746
124,-286.6960105286542,18990678749.521275,488554214.3999996,18502124535.121258,64,2393897820.1748924,10.574122875001194,-0.04488156406977584,0.5400974155802812,1.8456058502197266,0.032884603661913724
125,-286.2104612402578,15676781370.496483,480189020.3999996,15196592350.096481,54,2324422263.174272,10.439860499998758,-0.039062997292993326,0.7205849575410996,1.8426060676574707,0.03105814381768661
126,-331.12634452147773,15881264355.96151,500750098.1186836,15380514257.842823,74,2552848537.4143624,10.993684666998888,-0.04880759303684629,0.6929078245269401,1.8396048545837402,0.01816654280493302
127,-317.57372415755657,15681005352.866104,509804974.8000001,15171200378.066095,70,2171721545.255162,10.367492207999021,-0.04146608264584627,0.6853623758735401,1.8366036415100098,0.03138261697936936
128,-309.02775209486117,17182804775.516033,505343697.4079997,16677461078.108027,73,2361609869.375965,10.389390625001397,-0.0468549066372881,0.3791680553395833,1.8336031436920166,0.02487062567711941
129,-293.61538522257644,15448611821.493174,463075750.63736707,14985536070.855793,64,2281527316.811238,10.625910167000256,-0.03898191147350839,0.4305626011054431,1.8306026458740234,0.021029439019704502
130,-291.3994578419238,17049013443.559963,490512549.5999998,16558500893.959967,68,2461383786.671658,10.63972104200002,-0.04166069190084402,0.5985617800881821,1.8276021480560303,0.013637130995214517
131,-286.5104411431217,15602419008.925007,532016564.23736703,15070402444.687643,59,2370772012.545411,10.533717416998115,-0.03459338052937436,0.7915440074330757,1.8246009349822998,0.030143556983343194
132,-303.81092788942345,17355536144.06986,525537688.60799974,16829998455.461843,72,2659822194.071003,10.164870665998023,-0.04919127891771495,0.5599829837147678,1.8216004371643066,0.02330714860997562
133,-314.833944358209,16009251862.836124,504661325.3186833,15504590537.517445,65,2289666769.716686,10.150607958999899,-0.03585172965362364,0.8596918738009979,1.8185992240905762,0.030457499722132877
134,-297.06496505057976,16827062744.163742,459256289.649765,16367806454.513979,61,2402877261.120054,9.660837833998812,-0.021527733826743705,1.2151690443711622,1.8155987347875322,0.03097995384721019
135,-279.8631941757515,17707702746.630527,483975320.40000015,17223727426.23052,56,2395295314.644659,9.57219837500088,-0.03209842009735959,0.6562728780720916,1.8125975131988525,0.030921099737973974
136,-252.59695315194617,17732547117.231384,470952550.80000025,17261594566.43141,54,2307850114.720757,10.509707749999507,-0.03687037214902895,0.521546581587089,1.8095977306365967,0.030096491321455688
137,-245.18781811180656,17428021737.425728,494228379.5999998,16933793357.825708,49,2378979593.9621525,10.437172207999538,-0.051970336040748015,0.28203648578907764,1.8065965175628662,0.013532970020813601
138,-246.86773532381582,17678937453.708435,499366310.39999974,17179571143.308434,57,2494056818.360207,10.317013416999544,-0.04528567122428545,0.299228004006935,1.8035952959741866,0.011420055578595826
139,-266.74947259314735,17920076808.920864,488268959.64976424,17431807849.271057,59,2450051291.319049,10.607658917000663,-0.05232748682278075,0.36477081799613575,1.8005948066711426,0.025013242894783617
140,-257.4650528982584,15474280401.214272,440477817.4080004,15033802583.80627,47,2116645579.1175504,9.549328457997035,-0.03064963125091578,0.6791197997517884,1.7975943088531494,0.03701676833692805
141,-287.63850133983436,17954343112.056187,441670965.40800005,17512672146.6482,66,2703628283.8048577,8.996742667000944,-0.025182517112365792,2.979663005896977,1.7945938110351562,0.030348140746355057
142,-250.9603311021247,19455660481.89031,481280179.5266834,18974380302.36362,55,2717009769.3355985,10.28533679100292,-0.044455358306212084,0.34071885513673933,1.791592606476375,0.020130957342085563
143,-264.65552066380286,18063375796.976234,451166979.5999998,17612208817.37622,58,2414740980.737658,9.60898562500006,-0.025980350747704505,1.1926608070731164,1.7885920916284834,0.03339035603151257
144,-291.78594674982287,18348175331.21882,461166276.1665102,17887009055.052326,70,2542727802.5685115,10.561420041998645,-0.05862389776988753,0.5149994705936738,1.7855908870697021,0.026937945225342576
145,-296.3257031432033,16967395635.213284,465196477.17450976,16502199158.038784,53,2446132306.4628973,10.327796333000151,-0.051899296423745536,0.32757071995486814,1.7825911045074463,0.03161038404759315
146,-296.39821969737864,17664766593.869473,453210973.19999987,17211555620.669468,72,2285570609.309244,9.857521875001112,-0.03244478804325419,0.8045086464179414,1.7795898914337158,0.030648203897206776
147,-235.27802614986294,18587944844.226685,467795055.08519346,18120149789.14149,51,2417751444.165498,10.276829540998733,-0.060122055666787286,0.6099742855876684,1.7765886783599854,0.02841535226907581
148,-253.86916407622388,17971981022.974045,473807703.60000014,17498173319.37404,43,2492240899.979409,10.559319415999198,-0.04114002750554521,0.25678213611245154,1.7735888872827803,0.022233117444972906
149,-259.5102831741099,17471716584.83549,449035178.40000004,17022681406.435493,55,2603130638.6713057,10.627180874998885,-0.056791216946606125,0.49285612223403796,1.770587682723999,0.02852782549037199
150,-263.31595869620395,18727223674.302082,463847885.83736706,18263375788.464714,53,2529398231.265497,9.908417458998883,-0.0450004622384551,0.5785332684006009,1.7675864696502686,0.03200185780103008
151,-269.7004938307173,16060352198.046463,423345794.40000015,15637006403.646463,48,2353792865.6071854,10.134910124997987,-0.027386390138417482,0.8708780645259789,1.7645859718322754,0.03133057641352934
152,-252.77645650634764,19180897675.610622,450496801.00799996,18730400874.60262,52,2652779975.324706,10.737971583002945,-0.051975340277255914,0.34044249917247466,1.7615854740142822,0.021168646866655243
153,-259.17908630225605,16514390656.201591,408118164.6577647,16106272491.543823,53,2320700147.5821514,10.444016874997033,-0.05096109574365001,0.5351726831424803,1.758584269455501,0.030304349585628464
