Fecha,NivelEmbalse,NivelEmbalse_MA7
2025-10-25,14283032422.0,14246532948.142857
2025-10-26,14295238454.0,14270258654.714285
2025-10-27,14315884471.0,14285418963.285715
2025-10-28,14351749520.0,14299331038.142857
2025-10-29,14406116439.0,14317835337.142857
2025-10-30,14374877907.0,14331694673.857143
2025-10-31,14364022627.0,14341560262.857143
2025-11-01,14339405839.0,14349613608.142857
2025-11-02,14341347424.0,14356200603.857143
2025-11-03,14307905435.0,14355060741.571428
2025-11-04,14297389690.0,14347295051.571428
2025-11-05,14309069343.0,14333431180.714285
2025-11-06,14282983788.0,14320303449.428572
2025-11-07,14264933925.0,14306147920.571428
2025-11-08,14289683466.0,14299044724.428572
2025-11-09,14250648442.0,14286087727.0
2025-11-10,14221060521.0,14273681310.714285
2025-11-11,14223850441.0,14263175703.714285
2025-11-12,14250123783.0,14254754909.428572
2025-11-13,14231220396.0,14247360139.142857
2025-11-14,14185418072.0,14236000731.571428
2025-11-15,14187181172.0,14221357546.714285
2025-11-16,14280849258.0,14225671949.0
2025-11-17,14336344102.0,14242141032.0
2025-11-18,14508472427.0,14282801315.714285
2025-11-19,14672650624.0,14343162293.0
2025-11-20,14690745117.0,14408808681.714285
2025-11-21,14720567910.0,14485258658.571428
2025-11-22,14719521276.0,14561307244.857143
2025-11-23,14709771678.0,14622581876.285715
2025-11-24,14689593659.0,14673046098.714285
2025-11-25,14698140713.0,14700141568.142857
2025-11-26,14683018936.0,14701622755.571428
2025-11-27,14647836770.0,14695492991.714285
2025-11-28,14597473597.0,14677908089.857143
2025-11-29,16905690000.0,14990217907.571428
2025-11-30,14538733482.0,14965783879.571428
2025-12-01,14566641095.0,14948219227.571428
2025-12-02,14389422169.0,14904116578.428572
2025-12-03,14433981859.0,14868539853.142857
2025-12-04,14463300722.0,14842177560.571428
2025-12-05,14438752402.0,14819503104.142857
2025-12-06,14439384830.0,14467173794.142857
2025-12-07,14449220970.0,14454386292.428572
2025-12-08,14439121912.0,14436169266.285715
2025-12-09,14447116949.0,14444411377.714285
2025-12-10,14462083609.0,14448425913.428572
2025-12-11,14429820377.0,14443643007.0
2025-12-12,14380042164.0,14435255830.142857
2025-12-13,14314691138.0,14417442445.571428
2025-12-14,14279069090.0,14393135034.142857
2025-12-15,14214798345.0,14361088810.285715
2025-12-16,14172265991.0,14321824387.714285
2025-12-17,14113135983.0,14271974726.857143
2025-12-18,14089830544.0,14223404750.714285
2025-12-19,14067919839.0,14178815847.142857
2025-12-20,14030916274.0,14138276580.857143
2025-12-21,13996817236.0,14097954887.428572
2025-12-22,13986078528.0,14065280627.857143
2025-12-23,13966660615.0,14035908431.285715
2025-12-24,13941075957.0,14011328427.571428
2025-12-25,13893389430.0,13983265411.285715
2025-12-26,13855736898.0,13952953562.571428
2025-12-27,13852128592.0,13927412465.142857
2025-12-28,13806370920.0,13900205848.571428
2025-12-29,13769812816.0,13869310746.857143
2025-12-30,13738348898.0,13836694787.285715
2025-12-31,13669023578.0,13797830161.714285
2026-01-01,13606598221.0,13756859989.0
2026-01-02,13564217739.0,13715214394.857143
2026-01-03,13553128480.0,13672500093.142857
2026-01-04,13522524662.0,13631950627.714285
2026-01-05,13508169416.0,13594572999.142857
2026-01-06,13501975763.0,13560805408.428572
2026-01-07,13482830518.0,13534206399.857143
2026-01-08,13504161691.0,13519572609.857143
2026-01-09,13540970516.0,13516251578.0
2026-01-10,13510621374.0,13510179134.285715
2026-01-11,13466657053.0,13502198047.285715
2026-01-12,13448006737.0,13493603378.857143
2026-01-13,13481030226.0,13490611159.285715
2026-01-14,13541512699.0,13498994328.0
2026-01-15,13559264298.0,13506866129.0
2026-01-16,13567521285.0,13510659096.0
2026-01-17,13570849067.0,13519263052.142857
2026-01-18,13560023014.0,13532601046.571428
2026-01-19,13531368038.0,13544509803.857143
2026-01-20,13500400763.0,13547277023.428572
2026-01-21,13430158344.0,13531369258.428572
2026-01-22,13354490402.0,13502115844.714285
2026-01-23,13274380629.0,13460238608.142857
2026-01-24,13193511253.0,13406333206.142857
2026-01-25,13122247574.0,13343793857.571428
2026-01-26,13079349822.0,13279219826.714285
2026-01-27,13024372152.0,13211215739.428572
2026-01-28,12983809512.0,13147451620.571428
2026-01-29,12958733623.0,13090914937.857143
2026-01-30,12936302636.0,13042618081.714285
2026-01-31,12934949541.0,13005680694.285715
2026-02-01,12899159475.0,12973810965.857143
2026-02-02,12907683290.0,12949287175.571428
2026-02-03,12991283890.0,12944560281.0
2026-02-04,13084153668.0,12958895160.428572
2026-02-05,13069356145.0,12974698377.857143
2026-02-06,13023485038.0,12987153006.714285
2026-02-07,12948794804.0,12989130901.428572
2026-02-08,12962265172.0,12998146001.0
2026-02-09,12951999997.0,13004476959.142857
2026-02-10,12938747885.0,12996971815.571428
2026-02-11,12888851462.0,12969071500.428572
